Time	Position	Length2	2	
0.116	-0.5	0	0	
0.117	-0.5	0	0	
0.118	-0.5	0	0	
0.119	-0.5	0	0	
0.12	-0.5	0	0	
0.121	-0.5	0	0	
0.122	-0.5	0	0	
0.123	-0.5	0	0	
0.124	-0.5	0	0	
0.125	-0.5	0	0	
0.126	-0.5	0	0	
0.127	-0.5	0	0	
0.128	-0.5	0	0	
0.129	-0.5	0	0	
0.13	-0.5	0	0	
0.131	-0.5	0	0	
0.132	-0.5	0	0	
0.133	-0.5	0	0	
0.134	-0.5	0	0	
0.135	-0.5	0	0	
0.136	-0.5	0	0	
0.137	-0.5	0	0	
0.138	-0.5	0	0	
0.139	-0.5	0	0	
0.14	-0.5	0	0	
0.141	-0.5	0	0	
0.142	-0.5	0	0	
0.143	-0.5	0	0	
0.144	-0.5	0	0	
0.145	-0.5	0	0	
0.146	-0.5	0	0	
0.147	-0.5	0	0	
0.148	-0.5	0	0	
0.149	-0.5	0	0	
0.15	-0.5	0	0	
0.151	-0.5	0	0	
0.152	-0.5	0	0	
0.153	-0.5	0	0	
0.154	-0.5	0	0	
0.155	-0.5	0	0	
0.156	-0.5	0	0	
0.157	-0.5	0	0	
0.158	-0.5	0	0	
0.159	-0.5	0	0	
0.16	-0.5	0	0	
0.161	-0.5	0	0	
0.162	-0.5	0	0	
0.163	-0.5	0	0	
0.164	-0.5	0	0	
0.165	-0.5	0	0	
0.166	-0.5	0	0	
0.167	-0.5	0	0	
0.168	-0.5	0	0	
0.169	-0.5	0	0	
0.17	-0.5	0	0	
0.171	-0.5	0	0	
0.172	-0.5	0	0	
0.173	-0.5	0	0	
0.174	-0.5	0	0	
0.175	-0.5	0	0	
0.176	-0.5	0	0	
0.177	-0.5	0	0	
0.178	-0.5	0	0	
0.179	-0.5	0	0	
0.18	-0.5	0	0	
0.181	-0.5	0	0	
0.182	-0.5	0	0	
0.183	-0.5	0	0	
0.184	-0.5	0	0	
0.185	-0.5	0	0	
0.186	-0.5	0	0	
0.187	-0.5	0	0	
0.188	-0.5	0	0	
0.189	-0.5	0	0	
0.19	-0.5	0	0	
0.191	-0.5	0	0	
0.192	-0.5	0	0	
0.193	-0.5	0	0	
0.194	-0.5	0	0	
0.195	-0.5	0	0	
0.196	-0.5	0	0	
0.197	-0.5	0	0	
0.198	-0.5	0	0	
0.199	-0.5	0	0	
0.2	-0.5	0	0	
0.201	-0.5	0	0	
0.202	-0.5	0	0	
0.203	-0.5	0	0	
0.204	-0.5	0	0	
0.205	-0.5	0	0	
0.206	-0.5	0	0	
0.207	-0.5	0	0	
0.208	-0.5	0	0	
0.209	-0.5	0	0	
0.21	-0.5	0	0	
0.211	-0.5	0	0	
0.212	-0.5	0	0	
0.213	-0.5	0	0	
0.214	-0.5	0	0	
0.215	-0.5	0	0	
0.216	-0.5	0	0	
0.217	-0.5	0	0	
0.218	-0.5	0	0	
0.219	-0.5	0	0	
0.22	-0.5	0	0	
0.221	-0.5	0	0	
0.222	-0.5	0	0	
0.223	-0.5	0	0	
0.224	-0.5	0	0	
0.225	-0.5	0	0	
0.226	-0.5	0	0	
0.227	-0.5	0	0	
0.228	-0.5	0	0	
0.229	-0.5	0	0	
0.23	-0.5	0	0	
0.231	-0.5	0	0	
0.232	-0.5	0	0	
0.233	-0.5	0	0	
0.234	-0.5	0	0	
0.235	-0.5	0	0	
0.236	-0.5	0	0	
0.237	-0.5	0	0	
0.238	-0.5	0	0	
0.239	-0.5	0	0	
0.24	-0.5	0	0	
0.241	-0.5	0	0	
0.242	-0.5	0	0	
0.243	-0.5	0	0	
0.244	-0.5	0	0	
0.245	-0.5	0	0	
0.246	-0.5	0	0	
0.247	-0.5	0	0	
0.248	-0.5	0	0	
0.249	-0.5	0	0	
0.25	-0.5	0	0	
0.251	-0.5	0	0	
0.252	-0.5	0	0	
0.253	-0.5	0	0	
0.254	-0.5	0	0	
0.255	-0.5	0	0	
0.256	-0.5	0	0	
0.257	-0.5	0	0	
0.258	-0.5	0	0	
0.259	-0.5	0	0	
0.26	-0.5	0	0	
0.261	-0.5	0	0	
0.262	-0.5	0	0	
0.263	-0.5	0	0	
0.264	-0.5	0	0	
0.265	-0.5	0	0	
0.266	-0.5	0	0	
0.267	-0.5	0	0	
0.268	-0.5	0	0	
0.269	-0.5	0	0	
0.27	-0.5	0	0	
0.271	-0.5	0	0	
0.272	-0.5	0	0	
0.273	-0.5	0	0	
0.274	-0.5	0	0	
0.275	-0.5	0	0	
0.276	-0.5	0	0	
0.277	-0.5	0	0	
0.278	-0.5	0	0	
0.279	-0.5	0	0	
0.28	-0.5	0	0	
0.281	-0.5	0	0	
0.282	-0.5	0	0	
0.283	-0.5	0	0	
0.284	-0.5	0	0	
0.285	-0.5	0	0	
0.286	-0.5	0	0	
0.287	-0.5	0	0	
0.288	-0.5	0	0	
0.289	-0.5	0	0	
0.29	-0.5	0	0	
0.291	-0.5	0	0	
0.292	-0.5	0	0	
0.293	-0.5	0	0	
0.294	-0.5	0	0	
0.295	-0.5	0	0	
0.296	-0.5	0	0	
0.297	-0.5	0	0	
0.298	-0.5	0	0	
0.299	-0.5	0	0	
0.3	-0.5	0	0	
0.301	-0.5	0	0	
0.302	-0.5	0	0	
0.303	-0.5	0	0	
0.304	-0.5	0	0	
0.305	-0.5	0	0	
0.306	-0.5	0	0	
0.307	-0.5	0	0	
0.308	-0.5	0	0	
0.309	-0.5	0	0	
0.31	-0.5	0	0	
0.311	-0.5	0	0	
0.312	-0.5	0	0	
0.313	-0.5	0	0	
0.314	-0.5	0	0	
0.315	-0.5	0	0	
0.316	-0.5	0	0	
0.317	-0.5	0	0	
0.318	-0.5	0	0	
0.319	-0.5	0	0	
0.32	-0.5	0	0	
0.321	-0.5	0	0	
0.322	-0.5	0	0	
0.323	-0.5	0	0	
0.324	-0.5	0	0	
0.325	-0.5	0	0	
0.326	-0.5	0	0	
0.327	-0.5	0	0	
0.328	-0.5	0	0	
0.329	-0.5	0	0	
0.33	-0.5	0	0	
0.331	-0.5	0	0	
0.332	-0.5	0	0	
0.333	-0.5	0	0	
0.334	-0.5	0	0	
0.335	-0.5	0	0	
0.336	-0.5	0	0	
0.337	-0.5	0	0	
0.338	-0.5	0	0	
0.339	-0.5	0	0	
0.34	-0.5	0	0	
0.341	-0.5	0	0	
0.342	-0.5	0	0	
0.343	-0.5	0	0	
0.344	-0.5	0	0	
0.345	-0.5	0	0	
0.346	-0.5	0	0	
0.347	-0.5	0	0	
0.348	-0.5	0	0	
0.349	-0.5	0	0	
0.35	-0.5	0	0	
0.351	-0.5	0	0	
0.352	-0.5	0	0	
0.353	-0.5	0	0	
0.354	-0.5	0	0	
0.355	-0.5	0	0	
0.356	-0.5	0	0	
0.357	-0.5	0	0	
0.358	-0.5	0	0	
0.359	-0.5	0	0	
0.36	-0.5	0	0	
0.361	-0.5	0	0	
0.362	-0.5	0	0	
0.363	-0.5	0	0	
0.364	-0.5	0	0	
0.365	-0.5	0	0	
0.366	-0.5	0	0	
0.367	-0.5	0	0	
0.368	-0.5	0	0	
0.369	-0.5	0	0	
0.37	-0.5	0	0	
0.371	-0.5	0	0	
0.372	-0.5	0	0	
0.373	-0.5	0	0	
0.374	-0.5	0	0	
0.375	-0.5	0	0	
0.376	-0.5	0	0	
0.377	-0.5	0	0	
0.378	-0.5	0	0	
0.379	-0.5	0	0	
0.38	-0.5	0	0	
0.381	-0.5	0	0	
0.382	-0.5	0	0	
0.383	-0.5	0	0	
0.384	-0.5	0	0	
0.385	-0.5	0	0	
0.386	-0.5	0	0	
0.387	-0.5	0	0	
0.388	-0.5	0	0	
0.389	-0.5	0	0	
0.39	-0.5	0	0	
0.391	-0.5	0	0	
0.392	-0.5	0	0	
0.393	-0.5	0	0	
0.394	-0.5	0	0	
0.395	-0.5	0	0	
0.396	-0.5	0	0	
0.397	-0.5	0	0	
0.398	-0.5	0	0	
0.399	-0.5	0	0	
0.4	-0.5	0	0	
0.401	-0.5	0	0	
0.402	-0.5	0	0	
0.403	-0.5	0	0	
0.404	-0.5	0	0	
0.405	-0.5	0	0	
0.406	-0.5	0	0	
0.407	-0.5	0	0	
0.408	-0.5	0	0	
0.409	-0.5	0	0	
0.41	-0.5	0	0	
0.411	-0.5	0	0	
0.412	-0.5	0	0	
0.413	-0.5	0	0	
0.414	-0.5	0	0	
0.415	-0.5	0	0	
0.416	-0.5	0	0	
0.417	-0.5	0	0	
0.418	-0.5	0	0	
0.419	-0.5	0	0	
0.42	-0.5	0	0	
0.421	-0.5	0	0	
0.422	-0.5	0	0	
0.423	-0.5	0	0	
0.424	-0.5	0	0	
0.425	-0.5	0	0	
0.426	-0.5	0	0	
0.427	-0.5	0	0	
0.428	-0.5	0	0	
0.429	-0.5	0	0	
0.43	-0.5	0	0	
0.431	-0.5	0	0	
0.432	-0.5	0	0	
0.433	-0.5	0	0	
0.434	-0.5	0	0	
0.435	-0.5	0	0	
0.436	-0.5	0	0	
0.437	-0.5	0	0	
0.438	-0.5	0	0	
0.439	-0.5	0	0	
0.44	-0.5	0	0	
0.441	-0.5	0	0	
0.442	-0.5	0	0	
0.443	-0.5	0	0	
0.444	-0.5	0	0	
0.445	-0.5	0	0	
0.446	-0.5	0	0	
0.447	-0.5	0	0	
0.448	-0.5	0	0	
0.449	-0.5	0	0	
0.45	-0.5	0	0	
0.451	-0.5	0	0	
0.452	-0.5	0	0	
0.453	-0.5	0	0	
0.454	-0.5	0	0	
0.455	-0.5	0	0	
0.456	-0.5	0	0	
0.457	-0.5	0	0	
0.458	-0.5	0	0	
0.459	-0.5	0	0	
0.46	-0.5	0	0	
0.461	-0.5	0	0	
0.462	-0.5	0	0	
0.463	-0.5	0	0	
0.464	-0.5	0	0	
0.465	-0.5	0	0	
0.466	-0.5	0	0	
0.467	-0.5	0	0	
0.468	-0.5	0	0	
0.469	-0.5	0	0	
0.47	-0.5	0	0	
0.471	-0.5	0	0	
0.472	-0.5	0	0	
0.473	-0.5	0	0	
0.474	-0.5	0	0	
0.475	-0.5	0	0	
0.476	-0.5	0	0	
0.477	-0.5	0	0	
0.478	-0.5	0	0	
0.479	-0.5	0	0	
0.48	-0.5	0	0	
0.481	-0.5	0	0	
0.482	-0.5	0	0	
0.483	-0.5	0	0	
0.484	-0.5	0	0	
0.485	-0.5	0	0	
0.486	-0.5	0	0	
0.487	-0.5	0	0	
0.488	-0.5	0	0	
0.489	-0.5	0	0	
0.49	-0.5	0	0	
0.491	-0.5	0	0	
0.492	-0.5	0	0	
0.493	-0.5	0	0	
0.494	-0.5	0	0	
0.495	-0.5	0	0	
0.496	-0.5	0	0	
0.497	-0.5	0	0	
0.498	-0.5	0	0	
0.499	-0.5	0	0	
0.5	-0.5	0	0	
0.501	-0.5	0	0	
0.502	-0.5	0	0	
0.503	-0.5	0	0	
0.504	-0.5	0	0	
0.505	-0.5	0	0	
0.506	-0.5	0	0	
0.507	-0.5	0	0	
0.508	-0.5	0	0	
0.509	-0.5	0	0	
0.5100001	-0.5	0	0	
0.511	-0.5	0	0	
0.512	-0.5	0	0	
0.513	-0.5	0	0	
0.514	-0.5	0	0	
0.515	-0.5	0	0	
0.516	-0.5	0	0	
0.517	-0.5	0	0	
0.518	-0.5	0	0	
0.5190001	-0.5	0	0	
0.52	-0.5	0	0	
0.521	-0.5	0	0	
0.522	-0.5	0	0	
0.523	-0.5	0	0	
0.524	-0.5	0	0	
0.525	-0.5	0	0	
0.526	-0.5	0	0	
0.527	-0.5	0	0	
0.528	-0.5	0	0	
0.529	-0.5	0	0	
0.53	-0.5	0	0	
0.531	-0.5	0	0	
0.532	-0.5	0	0	
0.5330001	-0.5	0	0	
0.534	-0.5	0	0	
0.535	-0.5	0	0	
0.536	-0.5	0	0	
0.537	-0.5	0	0	
0.538	-0.5	0	0	
0.539	-0.5	0	0	
0.54	-0.5	0	0	
0.541	-0.5	0	0	
0.5420001	-0.5	0	0	
0.543	-0.5	0	0	
0.544	-0.5	0	0	
0.545	-0.5	0	0	
0.546	-0.5	0	0	
0.5470001	-0.5	0	0	
0.548	-0.5	0	0	
0.549	-0.5	0	0	
0.55	-0.5	0	0	
0.551	-0.5	0	0	
0.552	-0.5	0	0	
0.553	-0.5	0	0	
0.554	-0.5	0	0	
0.555	-0.5	0	0	
0.5560001	-0.5	0	0	
0.557	-0.5	0	0	
0.558	-0.5	0	0	
0.559	-0.5	0	0	
0.56	-0.5	0	0	
0.561	-0.5	0	0	
0.562	-0.5	0	0	
0.563	-0.5	0	0	
0.564	-0.5	0	0	
0.565	-0.5	0	0	
0.566	-0.5	0	0	
0.567	-0.5	0	0	
0.568	-0.5	0	0	
0.569	-0.5	0	0	
0.5700001	-0.5	0	0	
0.571	-0.5	0	0	
0.572	-0.5	0	0	
0.573	-0.5	0	0	
0.574	-0.5	0	0	
0.575	-0.5	0	0	
0.576	-0.5	0	0	
0.577	-0.5	0	0	
0.578	-0.5	0	0	
0.5790001	-0.5	0	0	
0.58	-0.5	0	0	
0.581	-0.5	0	0	
0.582	-0.5	0	0	
0.583	-0.5	0	0	
0.5840001	-0.5	0	0	
0.585	-0.5	0	0	
0.586	-0.5	0	0	
0.587	-0.5	0	0	
0.588	-0.5	0	0	
0.589	-0.5	0	0	
0.59	-0.5	0	0	
0.591	-0.5	0	0	
0.592	-0.5	0	0	
0.5930001	-0.5	0	0	
0.594	-0.5	0	0	
0.595	-0.5	0	0	
0.596	-0.5	0	0	
0.597	-0.5	0	0	
0.598	-0.5	0	0	
0.599	-0.5	0	0	
0.6	-0.5	0	0	
0.601	-0.5	0	0	
0.6020001	-0.5	0	0	
0.603	-0.5	0	0	
0.604	-0.5	0	0	
0.605	-0.5	0	0	
0.606	-0.5	0	0	
0.6070001	-0.5	0	0	
0.608	-0.5	0	0	
0.609	-0.5	0	0	
0.61	-0.5	0	0	
0.611	-0.5	0	0	
0.612	-0.5	0	0	
0.613	-0.5	0	0	
0.614	-0.5	0	0	
0.615	-0.5	0	0	
0.6160001	-0.5	0	0	
0.617	-0.5	0	0	
0.618	-0.5	0	0	
0.619	-0.5	0	0	
0.62	-0.5	0	0	
0.6210001	-0.5	0	0	
0.622	-0.5	0	0	
0.623	-0.5	0	0	
0.624	-0.5	0	0	
0.625	-0.5	0	0	
0.626	-0.5	0	0	
0.627	-0.5	0	0	
0.628	-0.5	0	0	
0.629	-0.5	0	0	
0.6300001	-0.5	0	0	
0.631	-0.5	0	0	
0.632	-0.5	0	0	
0.633	-0.5	0	0	
0.634	-0.5	0	0	
0.6350001	-0.5	0	0	
0.636	-0.5	0	0	
0.637	-0.5	0	0	
0.638	-0.5	0	0	
0.6390001	-0.5	0	0	
0.64	-0.5	0	0	
0.641	-0.5	0	0	
0.642	-0.5	0	0	
0.643	-0.5	0	0	
0.6440001	-0.5	0	0	
0.645	-0.5	0	0	
0.646	-0.5	0	0	
0.647	-0.5	0	0	
0.648	-0.5	0	0	
0.649	-0.5	0	0	
0.65	-0.5	0	0	
0.651	-0.5	0	0	
0.652	-0.5	0	0	
0.6530001	-0.5	0	0	
0.654	-0.5	0	0	
0.655	-0.5	0	0	
0.656	-0.5	0	0	
0.657	-0.5	0	0	
0.6580001	-0.5	0	0	
0.659	-0.5	0	0	
0.66	-0.5	0	0	
0.661	-0.5	0	0	
0.6620001	-0.5	0	0	
0.663	-0.5	0	0	
0.664	-0.5	0	0	
0.665	-0.5	0	0	
0.666	-0.5	0	0	
0.6670001	-0.5	0	0	
0.668	-0.5	0	0	
0.669	-0.5	0	0	
0.67	-0.5	0	0	
0.671	-0.5	0	0	
0.6720001	-0.5	0	0	
0.673	-0.5	0	0	
0.674	-0.5	0	0	
0.675	-0.5	0	0	
0.6760001	-0.5	0	0	
0.677	-0.5	0	0	
0.678	-0.5	0	0	
0.679	-0.5	0	0	
0.68	-0.5	0	0	
0.6810001	-0.5	0	0	
0.682	-0.5	0	0	
0.683	-0.5	0	0	
0.684	-0.5	0	0	
0.6850001	-0.5	0	0	
0.686	-0.5	0	0	
0.687	-0.5	0	0	
0.688	-0.5	0	0	
0.689	-0.5	0	0	
0.6900001	-0.5	0	0	
0.691	-0.5	0	0	
0.692	-0.5	0	0	
0.693	-0.5	0	0	
0.694	-0.5	0	0	
0.6950001	-0.5	0	0	
0.696	-0.5	0	0	
0.697	-0.5	0	0	
0.698	-0.5	0	0	
0.6990001	-0.5	0	0	
0.7	-0.5	0	0	
0.701	-0.5	0	0	
0.702	-0.5	0	0	
0.703	-0.5	0	0	
0.7040001	-0.5	0	0	
0.705	-0.5	0	0	
0.706	-0.5	0	0	
0.707	-0.5	0	0	
0.708	-0.5	0	0	
0.7090001	-0.5	0	0	
0.71	-0.5	0	0	
0.711	-0.5	0	0	
0.712	-0.5	0	0	
0.7130001	-0.5	0	0	
0.714	-0.5	0	0	
0.715	-0.5	0	0	
0.716	-0.5	0	0	
0.717	-0.5	0	0	
0.7180001	-0.5	0	0	
0.719	-0.5	0	0	
0.72	-0.5	0	0	
0.721	-0.5	0	0	
0.7220001	-0.5	0	0	
0.723	-0.5	0	0	
0.724	-0.5	0	0	
0.725	-0.5	0	0	
0.726	-0.5	0	0	
0.7270001	-0.5	0	0	
0.728	-0.5	0	0	
0.729	-0.5	0	0	
0.73	-0.5	0	0	
0.731	-0.5	0	0	
0.7320001	-0.5	0	0	
0.733	-0.5	0	0	
0.734	-0.5	0	0	
0.735	-0.5	0	0	
0.7360001	-0.5	0	0	
0.737	-0.5	0	0	
0.738	-0.5	0	0	
0.739	-0.5	0	0	
0.74	-0.5	0	0	
0.7410001	-0.5	0	0	
0.742	-0.5	0	0	
0.743	-0.5	0	0	
0.744	-0.5	0	0	
0.7450001	-0.5	0	0	
0.7460001	-0.5	0	0	
0.747	-0.5	0	0	
0.748	-0.5	0	0	
0.749	-0.5	0	0	
0.7500001	-0.5	0	0	
0.751	-0.5	0	0	
0.752	-0.5	0	0	
0.753	-0.5	0	0	
0.754	-0.5	0	0	
0.7550001	-0.5	0	0	
0.756	-0.5	0	0	
0.757	-0.5	0	0	
0.758	-0.5	0	0	
0.7590001	-0.5	0	0	
0.7600001	-0.5	0	0	
0.761	-0.5	0	0	
0.762	-0.5	0	0	
0.763	-0.5	0	0	
0.7640001	-0.5	0	0	
0.765	-0.5	0	0	
0.766	-0.5	0	0	
0.767	-0.5	0	0	
0.768	-0.5	0	0	
0.7690001	-0.5	0	0	
0.77	-0.5	0	0	
0.771	-0.5	0	0	
0.772	-0.5	0	0	
0.7730001	-0.5	0	0	
0.774	-0.5	0	0	
0.775	-0.5	0	0	
0.776	-0.5	0	0	
0.777	-0.5	0	0	
0.7780001	-0.5	0	0	
0.779	-0.5	0	0	
0.78	-0.5	0	0	
0.781	-0.5	0	0	
0.7820001	-0.5	0	0	
0.7830001	-0.5	0	0	
0.784	-0.5	0	0	
0.785	-0.5	0	0	
0.786	-0.5	0	0	
0.7870001	-0.5	0	0	
0.788	-0.5	0	0	
0.789	-0.5	0	0	
0.79	-0.5	0	0	
0.791	-0.5	0	0	
0.7920001	-0.5	0	0	
0.793	-0.5	0	0	
0.794	-0.5	0	0	
0.795	-0.5	0	0	
0.7960001	-0.5	0	0	
0.7970001	-0.5	0	0	
0.798	-0.5	0	0	
0.799	-0.5	0	0	
0.8	-0.5	0	0	
0.8010001	-0.5	0	0	
0.802	-0.5	0	0	
0.803	-0.5	0	0	
0.804	-0.5	0	0	
0.8050001	-0.5	0	0	
0.8060001	-0.5	0	0	
0.807	-0.5	0	0	
0.808	-0.5	0	0	
0.809	-0.5	0	0	
0.8100001	-0.5	0	0	
0.811	-0.5	0	0	
0.812	-0.5	0	0	
0.813	-0.5	0	0	
0.814	-0.5	0	0	
0.8150001	-0.5	0	0	
0.816	-0.5	0	0	
0.817	-0.5	0	0	
0.818	-0.5	0	0	
0.8190001	-0.5	0	0	
0.8200001	-0.5	0	0	
0.821	-0.5	0	0	
0.822	-0.5	0	0	
0.823	-0.5	0	0	
0.8240001	-0.5	0	0	
0.825	-0.5	0	0	
0.826	-0.5	0	0	
0.827	-0.5	0	0	
0.8280001	-0.5	0	0	
0.8290001	-0.5	0	0	
0.83	-0.5	0	0	
0.831	-0.5	0	0	
0.832	-0.5	0	0	
0.8330001	-0.5	0	0	
0.8340001	-0.5	0	0	
0.835	-0.5	0	0	
0.836	-0.5	0	0	
0.837	-0.5	0	0	
0.8380001	-0.5	0	0	
0.839	-0.5	0	0	
0.84	-0.5	0	0	
0.841	-0.5	0	0	
0.8420001	-0.5	0	0	
0.8430001	-0.5	0	0	
0.844	-0.5	0	0	
0.845	-0.5	0	0	
0.846	-0.5	0	0	
0.8470001	-0.5	0	0	
0.848	-0.5	0	0	
0.849	-0.5	0	0	
0.85	-0.5	0	0	
0.851	-0.5	0	0	
0.8520001	-0.5	0	0	
0.853	-0.5	0	0	
0.854	-0.5	0	0	
0.855	-0.5	0	0	
0.8560001	-0.5	0	0	
0.8570001	-0.5	0	0	
0.858	-0.5	0	0	
0.859	-0.5	0	0	
0.86	-0.5	0	0	
0.8610001	-0.5	0	0	
0.862	-0.5	0	0	
0.863	-0.5	0	0	
0.864	-0.5	0	0	
0.8650001	-0.5	0	0	
0.8660001	-0.5	0	0	
0.867	-0.5	0	0	
0.868	-0.5	0	0	
0.869	-0.5	0	0	
0.8700001	-0.5	0	0	
0.8710001	-0.5	0	0	
0.872	-0.5	0	0	
0.873	-0.5	0	0	
0.874	-0.5	0	0	
0.8750001	-0.5	0	0	
0.876	-0.5	0	0	
0.877	-0.5	0	0	
0.878	-0.5	0	0	
0.8790001	-0.5	0	0	
0.8800001	-0.5	0	0	
0.881	-0.5	0	0	
0.882	-0.5	0	0	
0.883	-0.5	0	0	
0.8840001	-0.5	0	0	
0.8850001	-0.5	0	0	
0.886	-0.5	0	0	
0.887	-0.5	0	0	
0.8880001	-0.5	0	0	
0.8890001	-0.5	0	0	
0.89	-0.5	0	0	
0.891	-0.5	0	0	
0.892	-0.5	0	0	
0.8930001	-0.5	0	0	
0.8940001	-0.5	0	0	
0.895	-0.5	0	0	
0.896	-0.5	0	0	
0.897	-0.5	0	0	
0.8980001	-0.5	0	0	
0.899	-0.5	0	0	
0.9	-0.5	0	0	
0.901	-0.5	0	0	
0.9020001	-0.5	0	0	
0.9030001	-0.5	0	0	
0.904	-0.5	0	0	
0.905	-0.5	0	0	
0.906	-0.5	0	0	
0.9070001	-0.5	0	0	
0.9080001	-0.5	0	0	
0.909	-0.5	0	0	
0.91	-0.5	0	0	
0.9110001	-0.5	0	0	
0.9120001	-0.5	0	0	
0.913	-0.5	0	0	
0.914	-0.5	0	0	
0.915	-0.5	0	0	
0.9160001	-0.5	0	0	
0.9170001	-0.5	0	0	
0.918	-0.5	0	0	
0.919	-0.5	0	0	
0.92	-0.5	0	0	
0.9210001	-0.5	0	0	
0.9220001	-0.5	0	0	
0.923	-0.5	0	0	
0.924	-0.5	0	0	
0.9250001	-0.5	0	0	
0.9260001	-0.5	0	0	
0.927	-0.5	0	0	
0.928	-0.5	0	0	
0.929	-0.5	0	0	
0.9300001	-0.5	0	0	
0.9310001	-0.5	0	0	
0.932	-0.5	0	0	
0.933	-0.5	0	0	
0.934	-0.5	0	0	
0.9350001	-0.5	0	0	
0.936	-0.5	0	0	
0.937	-0.5	0	0	
0.938	-0.5	0	0	
0.9390001	-0.5	0	0	
0.9400001	-0.5	0	0	
0.941	-0.5	0	0	
0.942	-0.5	0	0	
0.943	-0.5	0	0	
0.9440001	-0.5	0	0	
0.9450001	-0.5	0	0	
0.946	-0.5	0	0	
0.947	-0.5	0	0	
0.9480001	-0.5	0	0	
0.9490001	-0.5	0	0	
0.95	-0.5	0	0	
0.951	-0.5	0	0	
0.952	-0.5	0	0	
0.9530001	-0.5	0	0	
0.9540001	-0.5	0	0	
0.955	-0.5	0	0	
0.956	-0.5	0	0	
0.957	-0.5	0	0	
0.9580001	-0.5	0	0	
0.9590001	-0.5	0	0	
0.96	-0.5	0	0	
0.961	-0.5	0	0	
0.9620001	-0.5	0	0	
0.9630001	-0.5	0	0	
0.964	-0.5	0	0	
0.965	-0.5	0	0	
0.966	-0.5	0	0	
0.9670001	-0.5	0	0	
0.9680001	-0.5	0	0	
0.969	-0.5	0	0	
0.97	-0.5	0	0	
0.9710001	-0.5	0	0	
0.9720001	-0.5	0	0	
0.973	-0.5	0	0	
0.974	-0.5	0	0	
0.975	-0.5	0	0	
0.9760001	-0.5	0	0	
0.9770001	-0.5	0	0	
0.978	-0.5	0	0	
