Time	FF	Ii	Vm	
5.834	0.5674298	5.67725E-09	0.05674298	
5.836	0.5674357	5.67725E-09	0.05674357	
5.838	0.5674415	5.67725E-09	0.05674415	
5.84	0.5674471	5.67725E-09	0.05674471	
5.842	0.5674527	5.67725E-09	0.05674527	
5.844	0.5674582	5.67725E-09	0.05674581	
5.846	0.5674635	5.67725E-09	0.05674635	
5.848	0.5674686	5.67725E-09	0.05674687	
5.85	0.5674738	5.67725E-09	0.05674738	
5.852	0.5674788	5.67725E-09	0.05674788	
5.854	0.5674838	5.67725E-09	0.05674838	
5.856	0.5674886	5.67725E-09	0.05674886	
5.858	0.5674933	5.67725E-09	0.05674933	
5.86	0.567498	5.67725E-09	0.05674979	
5.862	0.5675025	5.67725E-09	0.05675025	
5.864	0.5675069	5.67725E-09	0.05675069	
5.866	0.5675113	5.67725E-09	0.05675113	
5.868001	0.5675156	5.67725E-09	0.05675156	
5.87	0.5675197	5.67725E-09	0.05675197	
5.872	0.5675238	5.67725E-09	0.05675238	
5.874	0.5675279	5.67725E-09	0.05675279	
5.876	0.5675318	5.67725E-09	0.05675318	
5.878	0.5675357	5.67725E-09	0.05675357	
5.88	0.5675395	5.67725E-09	0.05675395	
5.882	0.5675432	5.67725E-09	0.05675432	
5.884	0.5675468	5.67725E-09	0.05675469	
5.886	0.5675504	5.67725E-09	0.05675504	
5.888	0.5675539	5.67725E-09	0.05675539	
5.89	0.5675573	5.67725E-09	0.05675574	
5.892	0.5675607	5.67725E-09	0.05675607	
5.894	0.567564	5.67725E-09	0.0567564	
5.896	0.5675672	5.67725E-09	0.05675672	
5.898	0.5675704	5.67725E-09	0.05675704	
5.9	0.5675734	5.67725E-09	0.05675735	
5.902	0.5675765	5.67725E-09	0.05675765	
5.904	0.5675794	5.67725E-09	0.05675795	
5.906	0.5675824	5.67725E-09	0.05675824	
5.908	0.5675852	5.67725E-09	0.05675852	
5.91	0.567588	5.67725E-09	0.0567588	
5.912	0.5675908	5.67725E-09	0.05675908	
5.914001	0.5675935	5.67725E-09	0.05675935	
5.916	0.5675961	5.67725E-09	0.05675961	
5.918	0.5675987	5.67725E-09	0.05675987	
5.92	0.5676012	5.67725E-09	0.05676012	
5.922	0.5676036	5.67725E-09	0.05676037	
5.924	0.5676061	5.67725E-09	0.05676061	
5.926	0.5676085	5.67725E-09	0.05676085	
5.928	0.5676108	5.67725E-09	0.05676108	
5.93	0.5676131	5.67725E-09	0.05676131	
5.932	0.5676153	5.67725E-09	0.05676153	
5.934	0.5676175	5.67725E-09	0.05676175	
5.936	0.5676197	5.67725E-09	0.05676197	
5.938	0.5676218	5.67725E-09	0.05676218	
5.94	0.5676239	5.67725E-09	0.05676239	
5.942	0.5676259	5.67725E-09	0.05676259	
5.944	0.5676278	5.67725E-09	0.05676278	
5.946	0.5676298	5.67725E-09	0.05676298	
5.948	0.5676317	5.67725E-09	0.05676317	
5.95	0.5676336	5.67725E-09	0.05676335	
5.952	0.5676354	5.67725E-09	0.05676354	
5.954	0.5676371	5.67725E-09	0.05676372	
5.956	0.5676389	5.67725E-09	0.05676389	
5.958	0.5676406	5.67725E-09	0.05676406	
5.960001	0.5676423	5.67725E-09	0.05676423	
5.962	0.5676439	5.67725E-09	0.05676439	
5.964	0.5676455	5.67725E-09	0.05676456	
5.966	0.5676472	5.67725E-09	0.05676472	
5.968	0.5676488	5.67725E-09	0.05676487	
5.97	0.5676503	5.67725E-09	0.05676503	
5.972	0.5676517	5.67725E-09	0.05676518	
5.974	0.5676532	5.67725E-09	0.05676532	
5.976	0.5676547	5.67725E-09	0.05676547	
5.978	0.5676561	5.67725E-09	0.05676561	
5.98	0.5676575	5.67725E-09	0.05676575	
5.982	0.5676588	5.67725E-09	0.05676588	
5.984	0.5676602	5.67725E-09	0.05676601	
5.986	0.5676615	5.67725E-09	0.05676614	
5.988	0.5676627	5.67725E-09	0.05676627	
5.99	0.567664	5.67725E-09	0.05676639	
5.992	0.5676652	5.67725E-09	0.05676652	
5.994	0.5676664	5.67725E-09	0.05676664	
5.996	0.5676675	5.67725E-09	0.05676675	
5.998	0.5676687	5.67725E-09	0.05676687	
6	0.5676698	5.67725E-09	0.05676698	
6.002	0.5676709	5.67725E-09	0.05676709	
6.004	0.567672	5.67725E-09	0.0567672	
6.006001	0.567673	5.67725E-09	0.0567673	
6.008	0.5676741	5.67725E-09	0.05676741	
6.01	0.5676751	5.67725E-09	0.05676751	
6.012	0.5676761	5.67725E-09	0.05676761	
6.014	0.5676771	5.67725E-09	0.05676771	
6.016	0.567678	5.67725E-09	0.0567678	
6.018	0.5676789	5.67725E-09	0.0567679	
6.02	0.5676799	5.67725E-09	0.05676799	
6.022	0.5676808	5.67725E-09	0.05676808	
6.024	0.5676817	5.67725E-09	0.05676817	
6.026	0.5676825	5.67725E-09	0.05676825	
6.028	0.5676834	5.67725E-09	0.05676834	
6.03	0.5676842	5.67725E-09	0.05676842	
6.032	0.567685	5.67725E-09	0.0567685	
6.034	0.5676858	5.67725E-09	0.05676858	
6.036	0.5676866	5.67725E-09	0.05676866	
6.038	0.5676874	5.67725E-09	0.05676874	
6.04	0.5676881	5.67725E-09	0.05676881	
6.042	0.5676889	5.67725E-09	0.05676889	
6.044	0.5676896	5.67725E-09	0.05676896	
6.046	0.5676903	5.67725E-09	0.05676903	
6.048	0.567691	5.67725E-09	0.0567691	
6.05	0.5676917	5.67725E-09	0.05676917	
6.052001	0.5676923	5.67725E-09	0.05676923	
6.054	0.567693	5.67725E-09	0.0567693	
6.056	0.5676937	5.67725E-09	0.05676936	
6.058	0.5676942	5.67725E-09	0.05676943	
6.06	0.5676949	5.67725E-09	0.05676949	
6.062	0.5676955	5.67725E-09	0.05676955	
6.064	0.5676961	5.67725E-09	0.05676961	
6.066	0.5676967	5.67725E-09	0.05676967	
6.068	0.5676972	5.67725E-09	0.05676972	
6.07	0.5676978	5.67725E-09	0.05676978	
6.072001	0.5676984	5.67725E-09	0.05676984	
6.074	0.5676989	5.67725E-09	0.05676989	
6.076	0.5676994	5.67725E-09	0.05676994	
6.078	0.5676999	5.67725E-09	0.05676999	
6.08	0.5677004	5.67725E-09	0.05677004	
6.082	0.5677009	5.67725E-09	0.05677009	
6.084	0.5677014	5.67725E-09	0.05677014	
6.086	0.5677019	5.67725E-09	0.05677019	
6.088	0.5677023	5.67725E-09	0.05677023	
6.09	0.5677028	5.67725E-09	0.05677028	
6.092	0.5677032	5.67725E-09	0.05677032	
6.094	0.5677037	5.67725E-09	0.05677037	
6.096	0.5677041	5.67725E-09	0.05677041	
6.098001	0.5677045	5.67725E-09	0.05677045	
6.1	0.5677049	5.67725E-09	0.05677049	
6.102	0.5677053	5.67725E-09	0.05677053	
6.104	0.5677057	5.67725E-09	0.05677057	
6.106	0.5677061	5.67725E-09	0.05677061	
6.108	0.5677065	5.67725E-09	0.05677065	
6.11	0.5677068	5.67725E-09	0.05677068	
6.112	0.5677072	5.67725E-09	0.05677072	
6.114	0.5677075	5.67725E-09	0.05677076	
6.116	0.5677079	5.67725E-09	0.05677079	
6.118001	0.5677083	5.67725E-09	0.05677082	
6.12	0.5677086	5.67725E-09	0.05677086	
6.122	0.5677089	5.67725E-09	0.05677089	
6.124	0.5677093	5.67725E-09	0.05677092	
6.126	0.5677096	5.67725E-09	0.05677095	
6.128	0.5677099	5.67725E-09	0.05677098	
6.13	0.5677102	5.67725E-09	0.05677101	
6.132	0.5677105	5.67725E-09	0.05677104	
6.134	0.5677108	5.67725E-09	0.05677107	
6.136	0.5677111	5.67725E-09	0.0567711	
6.138	0.5677114	5.67725E-09	0.05677113	
6.14	0.5677116	5.67725E-09	0.05677116	
6.142	0.5677118	5.67725E-09	0.05677119	
6.144	0.5677121	5.67725E-09	0.05677121	
6.146	0.5677124	5.67725E-09	0.05677124	
6.148	0.5677127	5.67725E-09	0.05677126	
6.15	0.5677129	5.67725E-09	0.05677129	
6.152	0.5677131	5.67725E-09	0.05677132	
6.154	0.5677134	5.67725E-09	0.05677134	
6.156	0.5677136	5.67725E-09	0.05677136	
6.158	0.5677139	5.67725E-09	0.05677138	
6.16	0.567714	5.67725E-09	0.05677141	
6.162	0.5677143	5.67725E-09	0.05677143	
6.164001	0.5677145	5.67725E-09	0.05677145	
6.166	0.5677147	5.67725E-09	0.05677147	
6.168	0.5677149	5.67725E-09	0.05677149	
6.17	0.5677151	5.67725E-09	0.05677151	
6.172	0.5677153	5.67725E-09	0.05677153	
6.174	0.5677155	5.67725E-09	0.05677155	
6.176	0.5677157	5.67725E-09	0.05677157	
6.178	0.5677159	5.67725E-09	0.05677159	
6.18	0.5677161	5.67725E-09	0.05677161	
6.182	0.5677162	5.67725E-09	0.05677162	
6.184	0.5677164	5.67725E-09	0.05677164	
6.186	0.5677166	5.67725E-09	0.05677166	
6.188	0.5677168	5.67725E-09	0.05677168	
6.19	0.567717	5.67725E-09	0.0567717	
6.192	0.5677171	5.67725E-09	0.05677171	
6.194	0.5677173	5.67725E-09	0.05677173	
6.196	0.5677174	5.67725E-09	0.05677174	
6.198	0.5677176	5.67725E-09	0.05677176	
6.2	0.5677177	5.67725E-09	0.05677177	
6.202	0.5677179	5.67725E-09	0.05677179	
6.204	0.567718	5.67725E-09	0.0567718	
6.206	0.5677181	5.67725E-09	0.05677181	
6.208	0.5677183	5.67725E-09	0.05677183	
6.210001	0.5677184	5.67725E-09	0.05677184	
6.212	0.5677186	5.67725E-09	0.05677186	
6.214	0.5677187	5.67725E-09	0.05677187	
6.216	0.5677188	5.67725E-09	0.05677188	
6.218	0.5677189	5.67725E-09	0.05677189	
6.22	0.567719	5.67725E-09	0.0567719	
6.222	0.5677192	5.67725E-09	0.05677192	
6.224	0.5677193	5.67725E-09	0.05677193	
6.226	0.5677194	5.67725E-09	0.05677194	
6.228	0.5677195	5.67725E-09	0.05677195	
6.23	0.5677196	5.67725E-09	0.05677196	
6.232	0.5677197	5.67725E-09	0.05677197	
6.234	0.5677198	5.67725E-09	0.05677198	
6.236	0.5677199	5.67725E-09	0.05677199	
6.238	0.5677201	5.67725E-09	0.056772	
6.24	0.5677202	5.67725E-09	0.05677202	
6.242	0.5677203	5.67725E-09	0.05677203	
6.244	0.5677204	5.67725E-09	0.05677204	
6.246	0.5677205	5.67725E-09	0.05677205	
6.248	0.5677205	5.67725E-09	0.05677205	
6.25	0.5677206	5.67725E-09	0.05677206	
6.252	0.5677207	5.67725E-09	0.05677207	
6.254	0.5677208	5.67725E-09	0.05677208	
6.256001	0.5677208	5.67725E-09	0.05677208	
6.258	0.5677209	5.67725E-09	0.05677209	
6.26	0.567721	5.67725E-09	0.0567721	
6.262	0.5677211	5.67725E-09	0.05677211	
6.264	0.5677211	5.67725E-09	0.05677211	
6.266	0.5677212	5.67725E-09	0.05677212	
6.268	0.5677212	5.67725E-09	0.05677213	
6.27	0.5677214	5.67725E-09	0.05677214	
6.272	0.5677214	5.67725E-09	0.05677214	
6.274	0.5677215	5.67725E-09	0.05677215	
6.276	0.5677216	5.67725E-09	0.05677216	
6.278	0.5677217	5.67725E-09	0.05677217	
6.28	0.5677217	5.67725E-09	0.05677217	
6.282	0.5677218	5.67725E-09	0.05677218	
6.284	0.5677218	5.67725E-09	0.05677219	
6.286	0.567722	5.67725E-09	0.05677219	
6.288	0.567722	5.67725E-09	0.0567722	
6.29	0.5677221	5.67725E-09	0.05677221	
6.292	0.5677222	5.67725E-09	0.05677222	
6.294	0.5677223	5.67725E-09	0.05677222	
6.296	0.5677223	5.67725E-09	0.05677223	
6.298	0.5677223	5.67725E-09	0.05677223	
6.3	0.5677224	5.67725E-09	0.05677224	
6.302001	0.5677224	5.67725E-09	0.05677224	
6.304	0.5677224	5.67725E-09	0.05677224	
6.306	0.5677224	5.67725E-09	0.05677225	
6.308	0.5677225	5.67725E-09	0.05677225	
6.31	0.5677226	5.67725E-09	0.05677225	
6.312	0.5677226	5.67725E-09	0.05677226	
6.314	0.5677226	5.67725E-09	0.05677226	
6.316	0.5677227	5.67725E-09	0.05677227	
6.318	0.5677227	5.67725E-09	0.05677227	
6.32	0.5677227	5.67725E-09	0.05677227	
6.322001	0.5677228	5.67725E-09	0.05677228	
6.324	0.5677228	5.67725E-09	0.05677228	
6.326	0.5677229	5.67725E-09	0.05677228	
6.328	0.5677229	5.67725E-09	0.05677229	
6.33	0.5677229	5.67725E-09	0.05677229	
6.332	0.567723	5.67725E-09	0.0567723	
6.334	0.567723	5.67725E-09	0.0567723	
6.336	0.567723	5.67725E-09	0.0567723	
6.338	0.567723	5.67725E-09	0.05677231	
6.34	0.5677231	5.67725E-09	0.05677231	
6.342	0.5677232	5.67725E-09	0.05677231	
6.344	0.5677232	5.67725E-09	0.05677232	
6.346	0.5677232	5.67725E-09	0.05677232	
6.348001	0.5677233	5.67725E-09	0.05677233	
6.35	0.5677233	5.67725E-09	0.05677233	
6.352	0.5677233	5.67725E-09	0.05677233	
6.354	0.5677234	5.67725E-09	0.05677234	
6.356	0.5677234	5.67725E-09	0.05677234	
6.358	0.5677235	5.67725E-09	0.05677234	
6.36	0.5677235	5.67725E-09	0.05677235	
6.362	0.5677235	5.67725E-09	0.05677235	
6.364	0.5677236	5.67725E-09	0.05677235	
6.366	0.5677236	5.67725E-09	0.05677236	
6.368001	0.5677236	5.67725E-09	0.05677236	
6.37	0.5677236	5.67725E-09	0.05677237	
6.372	0.5677237	5.67725E-09	0.05677237	
6.374	0.5677238	5.67725E-09	0.05677237	
6.376	0.5677238	5.67725E-09	0.05677238	
6.378	0.5677238	5.67725E-09	0.05677238	
6.38	0.5677239	5.67725E-09	0.05677238	
6.382	0.5677239	5.67725E-09	0.05677239	
6.384	0.5677239	5.67725E-09	0.05677239	
6.386	0.567724	5.67725E-09	0.0567724	
6.388	0.567724	5.67725E-09	0.0567724	
6.39	0.567724	5.67725E-09	0.0567724	
6.392	0.567724	5.67725E-09	0.05677241	
6.394001	0.5677241	5.67725E-09	0.05677241	
6.396	0.5677241	5.67725E-09	0.05677241	
6.398	0.5677241	5.67725E-09	0.05677241	
6.4	0.5677241	5.67725E-09	0.05677241	
6.402	0.5677241	5.67725E-09	0.05677241	
6.404	0.5677241	5.67725E-09	0.05677241	
6.406	0.5677241	5.67725E-09	0.05677241	
6.408	0.5677241	5.67725E-09	0.05677241	
6.41	0.5677241	5.67725E-09	0.05677241	
6.412	0.5677241	5.67725E-09	0.05677241	
6.414001	0.5677241	5.67725E-09	0.05677241	
6.416	0.5677241	5.67725E-09	0.05677241	
6.418	0.5677241	5.67725E-09	0.05677241	
6.42	0.5677241	5.67725E-09	0.05677241	
6.422	0.5677241	5.67725E-09	0.05677241	
6.424	0.5677241	5.67725E-09	0.05677241	
6.426	0.5677241	5.67725E-09	0.05677241	
6.428	0.5677241	5.67725E-09	0.05677241	
6.43	0.5677241	5.67725E-09	0.05677241	
6.432	0.5677241	5.67725E-09	0.05677241	
6.434	0.5677241	5.67725E-09	0.05677241	
6.436	0.5677241	5.67725E-09	0.05677241	
6.438	0.5677241	5.67725E-09	0.05677241	
6.440001	0.5677241	5.67725E-09	0.05677241	
6.442	0.5677241	5.67725E-09	0.05677241	
6.444	0.5677241	5.67725E-09	0.05677241	
6.446	0.5677241	5.67725E-09	0.05677241	
6.448	0.5677241	5.67725E-09	0.05677241	
6.45	0.5677241	5.67725E-09	0.05677241	
6.452	0.5677241	5.67725E-09	0.05677241	
6.454	0.5677241	5.67725E-09	0.05677241	
6.456	0.5677241	5.67725E-09	0.05677241	
6.458	0.5677241	5.67725E-09	0.05677241	
6.460001	0.5677241	5.67725E-09	0.05677241	
6.462	0.5677241	5.67725E-09	0.05677241	
6.464	0.5677241	5.67725E-09	0.05677241	
6.466	0.5677241	5.67725E-09	0.05677241	
6.468	0.5677241	5.67725E-09	0.05677241	
6.47	0.5677241	5.67725E-09	0.05677241	
6.472	0.5677241	5.67725E-09	0.05677241	
6.474	0.5677241	5.67725E-09	0.05677241	
6.476	0.5677241	5.67725E-09	0.05677241	
6.478	0.5677241	5.67725E-09	0.05677241	
6.48	0.5677241	5.67725E-09	0.05677241	
6.482	0.5677241	5.67725E-09	0.05677241	
6.484	0.5677241	5.67725E-09	0.05677241	
6.486001	0.5677241	5.67725E-09	0.05677241	
6.488	0.5677241	5.67725E-09	0.05677241	
6.49	0.5677241	5.67725E-09	0.05677241	
6.492	0.5677241	5.67725E-09	0.05677241	
6.494	0.5677241	5.67725E-09	0.05677241	
6.496	0.5677241	5.67725E-09	0.05677241	
6.498	0.5677241	5.67725E-09	0.05677241	
6.5	0.5677241	5.67725E-09	0.05677241	
6.502	0.5677241	5.67725E-09	0.05677241	
6.504	0.5677241	5.67725E-09	0.05677241	
6.506001	0.5677241	5.67725E-09	0.05677241	
6.508	0.5677241	5.67725E-09	0.05677241	
6.51	0.5677241	5.67725E-09	0.05677241	
6.512	0.5677241	5.67725E-09	0.05677241	
6.514	0.5677241	5.67725E-09	0.05677241	
6.516	0.5677241	5.67725E-09	0.05677241	
6.518	0.5677241	5.67725E-09	0.05677241	
6.52	0.5677241	5.67725E-09	0.05677241	
6.522	0.5677241	5.67725E-09	0.05677241	
6.524	0.5677241	5.67725E-09	0.05677241	
6.526	0.5677241	5.67725E-09	0.05677241	
6.528	0.5677241	5.67725E-09	0.05677241	
6.53	0.5677241	5.67725E-09	0.05677241	
6.532001	0.5677241	5.67725E-09	0.05677241	
6.534	0.5677241	5.67725E-09	0.05677241	
6.536	0.5677241	5.67725E-09	0.05677241	
6.538	0.5677241	5.67725E-09	0.05677241	
6.54	0.5677241	5.67725E-09	0.05677241	
6.542	0.5677241	5.67725E-09	0.05677241	
6.544	0.5677241	5.67725E-09	0.05677241	
6.546	0.5677241	5.67725E-09	0.05677241	
6.548	0.5677241	5.67725E-09	0.05677241	
6.55	0.5677241	5.67725E-09	0.05677241	
6.552001	0.5677241	5.67725E-09	0.05677241	
6.554	0.5677241	5.67725E-09	0.05677241	
6.556	0.5677241	5.67725E-09	0.05677241	
6.558	0.5677241	5.67725E-09	0.05677241	
6.56	0.5677241	5.67725E-09	0.05677241	
6.562	0.5677241	5.67725E-09	0.05677241	
6.564	0.5677241	5.67725E-09	0.05677241	
6.566	0.5677241	5.67725E-09	0.05677241	
6.568	0.5677241	5.67725E-09	0.05677241	
6.57	0.5677241	5.67725E-09	0.05677241	
6.572001	0.5677241	5.67725E-09	0.05677241	
6.574	0.5677241	5.67725E-09	0.05677241	
6.576	0.5677241	5.67725E-09	0.05677241	
6.578001	0.5677241	5.67725E-09	0.05677241	
6.58	0.5677241	5.67725E-09	0.05677241	
6.582	0.5677241	5.67725E-09	0.05677241	
6.584	0.5677241	5.67725E-09	0.05677241	
6.586	0.5677241	5.67725E-09	0.05677241	
6.588	0.5677241	5.67725E-09	0.05677241	
6.59	0.5677241	5.67725E-09	0.05677241	
6.592	0.5677241	5.67725E-09	0.05677241	
6.594	0.5677241	5.67725E-09	0.05677241	
6.596	0.5677241	5.67725E-09	0.05677241	
6.598001	0.5677241	5.67725E-09	0.05677241	
6.6	0.5677241	5.67725E-09	0.05677241	
6.602	0.5677241	5.67725E-09	0.05677241	
6.604	0.5677241	5.67725E-09	0.05677241	
6.606	0.5677241	5.67725E-09	0.05677241	
6.608	0.5677241	5.67725E-09	0.05677241	
6.61	0.5677241	5.67725E-09	0.05677241	
6.612	0.5677241	5.67725E-09	0.05677241	
6.614	0.5677241	5.67725E-09	0.05677241	
6.616	0.5677241	5.67725E-09	0.05677241	
6.618001	0.5677241	5.67725E-09	0.05677241	
6.62	0.5677241	5.67725E-09	0.05677241	
6.622	0.5677241	5.67725E-09	0.05677241	
6.624001	0.5677241	5.67725E-09	0.05677241	
6.626	0.5677241	5.67725E-09	0.05677241	
6.628	0.5677241	5.67725E-09	0.05677241	
6.63	0.5677241	5.67725E-09	0.05677241	
6.632	0.5677241	5.67725E-09	0.05677241	
6.634	0.5677241	5.67725E-09	0.05677241	
6.636	0.5677241	5.67725E-09	0.05677241	
6.638	0.5677241	5.67725E-09	0.05677241	
6.64	0.5677241	5.67725E-09	0.05677241	
6.642	0.5677241	5.67725E-09	0.05677241	
6.644001	0.5677241	5.67725E-09	0.05677241	
6.646	0.5677241	5.67725E-09	0.05677241	
6.648	0.5677241	5.67725E-09	0.05677241	
6.65	0.5677241	5.67725E-09	0.05677241	
6.652	0.5677241	5.67725E-09	0.05677241	
6.654	0.5677241	5.67725E-09	0.05677241	
6.656	0.5677241	5.67725E-09	0.05677241	
6.658	0.5677241	5.67725E-09	0.05677241	
6.66	0.5677241	5.67725E-09	0.05677241	
6.662	0.5677241	5.67725E-09	0.05677241	
6.664001	0.5677241	5.67725E-09	0.05677241	
6.666	0.5677241	5.67725E-09	0.05677241	
6.668	0.5677241	5.67725E-09	0.05677241	
6.670001	0.5677241	5.67725E-09	0.05677241	
6.672	0.5677241	5.67725E-09	0.05677241	
6.674	0.5677241	5.67725E-09	0.05677241	
6.676	0.5677241	5.67725E-09	0.05677241	
6.678	0.5677241	5.67725E-09	0.05677241	
6.68	0.5677241	5.67725E-09	0.05677241	
6.682	0.5677241	5.67725E-09	0.05677241	
6.684	0.5677241	5.67725E-09	0.05677241	
6.686	0.5677241	5.67725E-09	0.05677241	
6.688	0.5677241	5.67725E-09	0.05677241	
6.690001	0.5677241	5.67725E-09	0.05677241	
6.692	0.5677241	5.67725E-09	0.05677241	
6.694	0.5677241	5.67725E-09	0.05677241	
6.696	0.5677241	5.67725E-09	0.05677241	
6.698	0.5677241	5.67725E-09	0.05677241	
6.7	0.5677241	5.67725E-09	0.05677241	
6.702	0.5677241	5.67725E-09	0.05677241	
6.704	0.5677241	5.67725E-09	0.05677241	
6.706	0.5677241	5.67725E-09	0.05677241	
6.708	0.5677241	5.67725E-09	0.05677241	
6.710001	0.5677241	5.67725E-09	0.05677241	
6.712	0.5677241	5.67725E-09	0.05677241	
6.714	0.5677241	5.67725E-09	0.05677241	
6.716001	0.5677241	5.67725E-09	0.05677241	
6.718	0.5677241	5.67725E-09	0.05677241	
6.72	0.5677241	5.67725E-09	0.05677241	
6.722	0.5677241	5.67725E-09	0.05677241	
6.724	0.5677241	5.67725E-09	0.05677241	
6.726	0.5677241	5.67725E-09	0.05677241	
6.728	0.5677241	5.67725E-09	0.05677241	
6.73	0.5677241	5.67725E-09	0.05677241	
6.732	0.5677241	5.67725E-09	0.05677241	
6.734	0.5677241	5.67725E-09	0.05677241	
6.736001	0.5677241	5.67725E-09	0.05677241	
6.738	0.5677241	5.67725E-09	0.05677241	
6.74	0.5677241	5.67725E-09	0.05677241	
6.742	0.5677241	5.67725E-09	0.05677241	
6.744	0.5677241	5.67725E-09	0.05677241	
6.746	0.5677241	5.67725E-09	0.05677241	
6.748	0.5677241	5.67725E-09	0.05677241	
6.75	0.5677241	5.67725E-09	0.05677241	
6.752	0.5677241	5.67725E-09	0.05677241	
6.754	0.5677241	5.67725E-09	0.05677241	
6.756001	0.5677241	5.67725E-09	0.05677241	
6.758	0.5677241	5.67725E-09	0.05677241	
6.76	0.5677241	5.67725E-09	0.05677241	
6.762	0.5677241	5.67725E-09	0.05677241	
6.764	0.5677241	5.67725E-09	0.05677241	
6.766	0.5677241	5.67725E-09	0.05677241	
6.768	0.5677241	5.67725E-09	0.05677241	
6.77	0.5677241	5.67725E-09	0.05677241	
6.772	0.5677241	5.67725E-09	0.05677241	
6.774	0.5677241	5.67725E-09	0.05677241	
6.776	0.5677241	5.67725E-09	0.05677241	
6.778	0.5677241	5.67725E-09	0.05677241	
6.78	0.5677241	5.67725E-09	0.05677241	
6.782001	0.5677241	5.67725E-09	0.05677241	
6.784	0.5677241	5.67725E-09	0.05677241	
6.786	0.5677241	5.67725E-09	0.05677241	
6.788	0.5677241	5.67725E-09	0.05677241	
6.79	0.5677241	5.67725E-09	0.05677241	
6.792	0.5677241	5.67725E-09	0.05677241	
6.794	0.5677241	5.67725E-09	0.05677241	
6.796	0.5677241	5.67725E-09	0.05677241	
6.798	0.5677241	5.67725E-09	0.05677241	
6.8	0.5677241	5.67725E-09	0.05677241	
6.802001	0.5677241	5.67725E-09	0.05677241	
6.804	0.5677241	5.67725E-09	0.05677241	
6.806	0.5677241	5.67725E-09	0.05677241	
6.808	0.5677241	5.67725E-09	0.05677241	
6.81	0.5677241	5.67725E-09	0.05677241	
6.812	0.5677241	5.67725E-09	0.05677241	
6.814	0.5677241	5.67725E-09	0.05677241	
6.816	0.5677241	5.67725E-09	0.05677241	
6.818	0.5677241	5.67725E-09	0.05677241	
6.82	0.5677241	5.67725E-09	0.05677241	
6.822001	0.5677241	5.67725E-09	0.05677241	
6.824	0.5677241	5.67725E-09	0.05677241	
6.826	0.5677241	5.67725E-09	0.05677241	
6.828001	0.5677241	5.67725E-09	0.05677241	
6.83	0.5677241	5.67725E-09	0.05677241	
6.832	0.5677241	5.67725E-09	0.05677241	
6.834	0.5677241	5.67725E-09	0.05677241	
6.836	0.5677241	5.67725E-09	0.05677241	
6.838	0.5677241	5.67725E-09	0.05677241	
6.84	0.5677241	5.67725E-09	0.05677241	
6.842	0.5677241	5.67725E-09	0.05677241	
6.844	0.5677241	5.67725E-09	0.05677241	
6.846	0.5677241	5.67725E-09	0.05677241	
6.848001	0.5677241	5.67725E-09	0.05677241	
6.85	0.5677241	5.67725E-09	0.05677241	
6.852	0.5677241	5.67725E-09	0.05677241	
6.854	0.5677241	5.67725E-09	0.05677241	
6.856	0.5677241	5.67725E-09	0.05677241	
6.858	0.5677241	5.67725E-09	0.05677241	
6.86	0.5677241	5.67725E-09	0.05677241	
6.862	0.5677241	5.67725E-09	0.05677241	
6.864	0.5677241	5.67725E-09	0.05677241	
6.866	0.5677241	5.67725E-09	0.05677241	
6.868001	0.5677241	5.67725E-09	0.05677241	
6.87	0.5677241	5.67725E-09	0.05677241	
6.872	0.5677241	5.67725E-09	0.05677241	
6.874001	0.5677241	5.67725E-09	0.05677241	
6.876	0.5677241	5.67725E-09	0.05677241	
6.878	0.5677241	5.67725E-09	0.05677241	
6.88	0.5677241	5.67725E-09	0.05677241	
6.882	0.5677241	5.67725E-09	0.05677241	
6.884	0.5677241	5.67725E-09	0.05677241	
6.886	0.5677241	5.67725E-09	0.05677241	
6.888	0.5677241	5.67725E-09	0.05677241	
6.89	0.5677241	5.67725E-09	0.05677241	
6.892	0.5677241	5.67725E-09	0.05677241	
6.894001	0.5677241	5.67725E-09	0.05677241	
6.896	0.5677241	5.67725E-09	0.05677241	
6.898	0.5677241	5.67725E-09	0.05677241	
6.9	0.5677241	5.67725E-09	0.05677241	
6.902	0.5677241	5.67725E-09	0.05677241	
6.904	0.5677241	5.67725E-09	0.05677241	
6.906	0.5677241	5.67725E-09	0.05677241	
6.908	0.5677241	5.67725E-09	0.05677241	
6.91	0.5677241	5.67725E-09	0.05677241	
6.912	0.5677241	5.67725E-09	0.05677241	
6.914001	0.5677241	5.67725E-09	0.05677241	
6.916	0.5677241	5.67725E-09	0.05677241	
6.918	0.5677241	5.67725E-09	0.05677241	
6.920001	0.5677241	5.67725E-09	0.05677241	
6.922	0.5677241	5.67725E-09	0.05677241	
6.924	0.5677241	5.67725E-09	0.05677241	
6.926	0.5677241	5.67725E-09	0.05677241	
6.928	0.5677241	5.67725E-09	0.05677241	
6.93	0.5677241	5.67725E-09	0.05677241	
6.932	0.5677241	5.67725E-09	0.05677241	
6.934	0.5677241	5.67725E-09	0.05677241	
6.936	0.5677241	5.67725E-09	0.05677241	
6.938	0.5677241	5.67725E-09	0.05677241	
6.940001	0.5677241	5.67725E-09	0.05677241	
6.942	0.5677241	5.67725E-09	0.05677241	
6.944	0.5677241	5.67725E-09	0.05677241	
6.946	0.5677241	5.67725E-09	0.05677241	
6.948	0.5677241	5.67725E-09	0.05677241	
