Time	C	A	B	Soma	DistalExcitation	DistalInhibition	ProximalInhibition	
0.0356	-0.051758	-0.06	-0.06	-0.06	-0.0405735	-0.06	-0.06	
0.0358	-0.04635955	-0.06	-0.05889256	-0.06	-0.04122612	-0.06	-0.06	
0.036	-0.04269009	-0.05944635	-0.05739455	-0.06	-0.04176394	-0.06	-0.06	
0.0362	-0.04011105	-0.05869744	-0.05578198	-0.05991971	-0.04220196	-0.06	-0.06	
0.0364	-0.038238	-0.05785112	-0.05420977	-0.05974537	-0.04255299	-0.06	-0.06	
0.0366	-0.03683747	-0.05697795	-0.05274748	-0.05947991	-0.04282799	-0.06	-0.06	
0.0368	-0.03576425	-0.05611418	-0.05142177	-0.05913594	-0.04303639	-0.06	-0.06	
0.037	-0.03492571	-0.05527944	-0.05023659	-0.05872906	-0.04318634	-0.06	-0.06	
0.0372	-0.03426106	-0.05448352	-0.04918488	-0.05827489	-0.04328493	-0.06	-0.06	
0.0374	-0.0337291	-0.05373067	-0.04825488	-0.05778763	-0.04333832	-0.06	-0.06	
0.0376	-0.03330107	-0.05302212	-0.0474334	-0.05727952	-0.04335192	-0.06	-0.06	
0.0378	-0.03295618	-0.05235741	-0.04670756	-0.05676076	-0.04333045	-0.06	-0.06	
0.038	-0.03267903	-0.05173519	-0.04606551	-0.05623964	-0.0432781	-0.06	-0.06	
0.0382	-0.03245784	-0.05115368	-0.04549671	-0.05572275	-0.04319856	-0.06	-0.06	
0.0384	-0.03228349	-0.0506109	-0.04499202	-0.05521523	-0.04309511	-0.06	-0.06	
0.0386	-0.03214873	-0.05010486	-0.04454355	-0.054721	-0.04297065	-0.06	-0.06	
0.0388	-0.03204773	-0.04963357	-0.04414457	-0.05424297	-0.04282779	-0.06	-0.06	
0.039	-0.03197575	-0.04919512	-0.0437893	-0.05378325	-0.04266885	-0.06	-0.06	
0.0392	-0.0319289	-0.04878768	-0.04347287	-0.05334328	-0.04249592	-0.06	-0.06	
0.0394	-0.03190395	-0.04840952	-0.04319105	-0.05292398	-0.04231086	-0.06	-0.06	
0.0396	-0.03189821	-0.04805901	-0.04294027	-0.05252585	-0.04211536	-0.06	-0.06	
0.0398	-0.03190942	-0.04773459	-0.04271744	-0.05214906	-0.04191094	-0.06	-0.06	
0.04	-0.03193568	-0.04743482	-0.04251989	0	-0.04169896	-0.06	-0.06	
0.0402	-0.03197537	-0.02126479	-0.04234532	-0.05274194	-0.04148066	-0.06	-0.06	
0.0404	-0.03202712	-0.04754518	-0.03871249	-0.04977198	-0.04125717	-0.06	-0.06	
0.0406	-0.03161364	-0.0442442	-0.03971609	-0.05115893	-0.04102949	-0.06	-0.06	
0.0408	-0.03149539	-0.04543934	-0.03991719	-0.05171764	-0.04079855	-0.06	-0.06	
0.041	-0.0314803	-0.04581919	-0.04020219	-0.05227921	-0.04056517	-0.06	-0.06	
0.0412	-0.03155096	-0.04624242	-0.04045004	-0.05273135	-0.0403301	-0.06	-0.06	
0.0414	-0.03167856	-0.04659237	-0.04068932	-0.0531083	-0.04009403	-0.06	-0.06	
0.0416	-0.03184633	-0.04690044	-0.04092042	-0.05341938	0	-0.06	-0.06	
0.0418	-0.02859839	-0.0471715	-0.0411456	-0.05367578	-0.04078176	-0.06	-0.06	
0.042	-0.02675526	-0.04741226	-0.0409027	-0.05388644	-0.04155026	-0.06	-0.06	
0.0422	-0.02568419	-0.04739615	-0.04051794	-0.05405895	-0.04218475	-0.06	-0.06	
0.0424	-0.02505378	-0.04729003	-0.04010342	-0.05416698	-0.04270342	-0.06	-0.06	
0.0426	-0.0246823	-0.04713681	-0.03971525	-0.0542135	-0.04312168	-0.06	-0.06	
0.0428	-0.024469	-0.04696601	-0.03937393	-0.05420655	-0.04345261	-0.06	-0.06	
0.043	-0.02435648	-0.04679189	-0.03908419	-0.05415631	-0.04370738	-0.06	-0.06	
0.0432	-0.02431109	-0.04662192	-0.03884353	-0.05407245	-0.0438956	-0.06	-0.06	
0.0434	-0.02431242	-0.04645969	-0.03864669	-0.05396345	-0.04402553	-0.06	-0.06	
0.0436	-0.02434761	-0.04630678	-0.03848775	-0.05383623	-0.04410432	-0.06	-0.06	
0.0438	-0.02440821	-0.04616372	-0.03836104	-0.05369639	-0.04413822	-0.06	-0.06	
0.044	-0.02448846	-0.04603046	-0.03826155	-0.05354828	-0.04413263	-0.06	-0.06	
0.0442	-0.02458429	-0.04590668	-0.03818502	-0.05339527	-0.04409233	-0.06	-0.06	
0.0444	-0.0246927	-0.04579192	-0.03812787	-0.05323993	-0.04402151	-0.06	-0.06	
0.0446	-0.02481147	-0.04568569	-0.03808714	-0.05308419	-0.04392386	-0.06	-0.06	
0.0448	-0.02493887	-0.04558747	-0.03806042	-0.0529295	-0.04380266	-0.06	-0.06	
0.045	-0.02507357	-0.04549677	-0.03804569	-0.05277691	-0.04482812	-0.06	-0.06	
0.0452	-0.0252145	-0.04541313	-0.03804133	-0.05262719	-0.0457742	-0.06	-0.06	
0.0454	-0.0253608	-0.04533609	-0.03804598	-0.05248089	-0.04664842	-0.06	-0.06	
0.0456	-0.02551179	-0.04526528	-0.03805854	-0.05233839	-0.04745749	-0.06	-0.06	
0.0458	-0.0256669	-0.04520031	-0.03807807	-0.05219993	-0.04820735	-0.06	-0.06	
0.046	-0.02582567	-0.04514086	-0.0381038	-0.05206566	-0.0489033	-0.06	-0.06	
0.0462	-0.02598771	-0.0450866	-0.03813511	0	-0.04955005	-0.06	-0.06	
0.0464	-0.02615271	-0.01907267	-0.03817143	-0.05305437	-0.05015185	-0.06	-0.06	
0.0466	-0.02632038	-0.0456147	-0.03472355	-0.05025237	-0.05071248	-0.06	-0.06	
0.0468	-0.02602755	-0.04249015	-0.03590693	-0.0518016	-0.05123537	-0.06	-0.06	
0.047	-0.02603476	-0.04385628	-0.03627336	-0.05246491	-0.05172357	-0.06	-0.06	
0.0472	-0.02613679	-0.04437109	-0.03671354	-0.05310022	-0.05217985	-0.06	-0.06	
0.0474	-0.0263132	-0.04490877	-0.03710352	-0.05360133	-0.05260674	-0.06	-0.06	
0.0476	-0.02653404	-0.04535426	-0.03747156	-0.05400964	-0.05300649	-0.06	-0.06	
0.0478	-0.02678289	-0.04574238	-0.03781785	-0.0543391	-0.05338116	-0.06	-0.06	
0.048	-0.02704866	-0.04608022	-0.03814505	-0.05460434	-0.05373264	-0.06	-0.06	
0.0482	-0.02732413	-0.0463764	-0.03845443	-0.0548167	-0.05406263	-0.06	-0.06	
0.0484	-0.02760453	-0.04663723	-0.03874709	-0.05498548	-0.05437268	-0.06	-0.06	
0.0486	-0.02788668	-0.04686792	-0.03902399	-0.05511819	-0.05466421	-0.06	-0.06	
0.0488	-0.02816848	-0.0470727	-0.03928609	-0.05522091	-0.05493852	-0.06	-0.06	
0.049	-0.02844856	-0.04725509	-0.03953432	-0.05529861	-0.05519682	-0.06	-0.06	
0.0492	-0.02872604	-0.04741804	-0.03976965	-0.05535533	-0.05544019	-0.06	-0.06	
0.0494	-0.02900038	-0.04756404	-0.03999302	-0.0553944	-0.05566964	-0.06	-0.06	
0.0496	-0.02927131	-0.04769525	-0.04020534	-0.05541857	-0.0558861	-0.06	-0.06	
0.0498	-0.02953868	-0.04781348	-0.0404075	-0.05543011	-0.05609041	-0.06	-0.06	
0.05	-0.02980248	-0.04792031	-0.04060035	-0.05543092	-0.05628337	-0.06	-0.06	
0.0502	-0.03006277	-0.04801714	-0.0407847	-0.05542262	-0.0564657	-0.06	-0.06	
0.0504	-0.03031966	-0.04810514	-0.0409613	-0.05540654	-0.05663807	-0.06	-0.06	
0.0506	-0.0305733	-0.0481854	-0.04113086	-0.05538383	-0.05680112	-0.06	-0.06	
0.0508	-0.03082383	-0.04825881	-0.04129401	-0.0553555	-0.0569554	-0.06	-0.06	
0.051	-0.03107144	-0.04832621	-0.04145137	-0.05532236	-0.05710147	-0.06	-0.06	
0.0512	-0.03131629	-0.04838832	-0.04160348	-0.05528518	-0.05723982	-0.06	-0.06	
0.0514	-0.03155856	-0.04844577	-0.04175085	-0.05524457	-0.0573709	-0.06	-0.06	
0.0516	-0.03179841	-0.04849915	-0.04189394	-0.0552011	-0.05749515	-0.06	-0.06	
0.0518	-0.03203601	-0.04854895	-0.04203317	-0.05515525	-0.05761299	-0.06	-0.06	
0.052	-0.03227149	-0.04859564	-0.04216893	-0.05510747	-0.05772476	-0.06	-0.06	
0.0522	-0.03250499	-0.04863962	-0.04230155	-0.05505812	-0.05783083	-0.06	-0.06	
0.0524	-0.03273665	-0.04868125	-0.04243137	-0.05500756	-0.05793152	-0.06	-0.06	
0.0526	-0.03296658	-0.04872087	-0.04255866	-0.05495608	-0.05802713	-0.06	-0.06	
0.0528	-0.0331949	-0.04875877	-0.04268368	-0.05490395	-0.05811796	-0.06	-0.06	
0.053	-0.0334217	-0.04879521	-0.04280667	-0.05485142	-0.05820426	-0.06	-0.06	
0.0532	-0.03364708	-0.04883045	-0.04292786	-0.05479871	-0.05828628	-0.06	-0.06	
0.0534	-0.03387111	-0.04886468	-0.04304742	-0.05474601	-0.05836427	-0.06	-0.06	
0.0536	-0.03409387	-0.0488981	-0.04316554	-0.0546935	-0.05843844	-0.06	-0.06	
0.0538	-0.03431543	-0.04893091	-0.04328237	-0.05464134	-0.058509	-0.06	-0.06	
0.054	-0.03453585	-0.04896324	-0.04339806	-0.05458968	-0.05857613	-0.06	-0.06	
0.0542	-0.03475518	-0.04899525	-0.04351274	-0.05453863	-0.05864003	-0.06	-0.06	
0.0544	-0.03497347	-0.04902706	-0.04362651	-0.05448834	-0.05870086	-0.06	-0.06	
0.0546	-0.03519076	-0.04905879	-0.0437395	-0.05443889	-0.05875878	-0.06	-0.06	
0.0548	-0.03540709	-0.04909056	-0.04385179	-0.0543904	-0.05881394	-0.06	-0.06	
0.055	-0.03562249	-0.04912245	-0.04396346	-0.05434294	-0.0588665	-0.06	-0.06	
0.0552	-0.03583699	-0.04915456	-0.0440746	-0.05429659	-0.05891658	-0.06	-0.06	
0.0554	-0.03605063	-0.04918695	-0.04418528	-0.05425144	-0.05896431	-0.06	-0.06	
0.0556	-0.0362634	-0.04921971	-0.04429556	-0.05420753	-0.05900982	-0.06	-0.06	
0.0558	-0.03647534	-0.04925288	-0.04440548	-0.05416493	-0.0590532	-0.06	-0.06	
0.056	-0.03668646	-0.04928654	-0.04451511	-0.05412369	-0.05909457	-0.06	-0.06	
0.0562	-0.03689677	-0.04932073	-0.04462448	-0.05408385	-0.05913403	-0.06	-0.06	
0.0564	-0.03710629	-0.0493555	-0.04473364	-0.05404547	-0.05917167	-0.06	-0.06	
0.0566	-0.03731502	-0.04939089	-0.04484262	-0.05400857	-0.05920759	-0.06	-0.06	
0.0568	-0.03752296	-0.04942692	-0.04495146	-0.05397318	-0.05924187	-0.06	-0.06	
0.057	-0.03773012	-0.04946364	-0.04506017	-0.05393934	-0.05927458	-0.06	-0.06	
0.0572	-0.0379365	-0.04950107	-0.04516879	-0.05390706	-0.05930582	-0.06	-0.06	
0.0574	-0.03814211	-0.04953923	-0.04527733	-0.05387637	-0.05933565	-0.06	-0.06	
0.0576	-0.03834695	-0.04957815	-0.04538581	-0.05384728	-0.05936412	-0.06	-0.06	
0.0578	-0.038551	-0.04961784	-0.04549425	-0.05381981	-0.05939132	-0.06	-0.06	
0.058	-0.03875427	-0.04965832	-0.04560265	-0.05379396	-0.0594173	-0.06	-0.06	
0.0582	-0.03895676	-0.0496996	-0.04571104	-0.05376976	-0.05944213	-0.06	-0.06	
0.0584	-0.03915846	-0.04974168	-0.04581941	-0.05374719	-0.05946584	-0.06	-0.06	
0.0586	-0.03935936	-0.04978457	-0.04592777	-0.05372626	-0.0594885	-0.06	-0.06	
0.0588	-0.03955946	-0.04982829	-0.04603613	-0.05370698	-0.05951016	-0.06	-0.06	
0.059	-0.03975875	-0.04987282	-0.04614449	-0.05368935	-0.05953087	-0.06	-0.06	
0.0592	-0.03995723	-0.04991818	-0.04625285	-0.05367335	-0.05955066	-0.06	-0.06	
0.0594	-0.04015488	-0.04996436	-0.04636122	-0.05365899	-0.05956959	-0.06	-0.06	
0.0596	-0.0403517	-0.05001135	-0.04646958	-0.05364625	-0.05958768	-0.06	-0.06	
0.0598	-0.04054768	-0.05005916	-0.04657795	-0.05363513	-0.05960499	-0.06	-0.06	
0.06	-0.04074281	-0.05010778	-0.04668631	-0.05362561	-0.05962154	-0.06	-0.06	
0.0602	-0.04093708	-0.05015719	-0.04679466	-0.05361769	-0.05963738	-0.06	-0.06	
0.0604	-0.04113049	-0.05020741	-0.046903	-0.05361135	-0.05965253	-0.06	-0.06	
0.0606	-0.04132301	-0.05025839	-0.04701132	-0.05360658	-0.05966702	-0.06	-0.06	
0.0608	-0.04151465	-0.05031016	-0.04711961	-0.05360336	-0.05968089	-0.06	-0.06	
0.061	-0.04170538	-0.05036269	-0.04722787	-0.05360168	-0.05969416	-0.06	-0.06	
0.0612	-0.04189521	-0.05041597	-0.04733608	-0.05360151	-0.05970686	-0.06	-0.06	
0.0614	-0.04208412	-0.05046999	-0.04744424	-0.05360283	-0.05971901	-0.06	-0.06	
