Time	4FF	3FF	
0.4176	0	0	
0.42	0	0	
0.4224	0	0	
0.4248	0	0	
0.4272	0	0	
0.4296	0	0	
0.432	0	0	
0.4344	0	0	
0.4368	0	0	
0.4392	0	0	
0.4416	0	0	
0.444	0	0	
0.4464	0	0	
0.4488	0	0	
0.4512	0	0	
0.4536	0	0	
0.456	0	0	
0.4584	0	0	
0.4608	0	0	
0.4632	0	0	
0.4656	0	0	
0.468	0	0	
0.4704	0	0	
0.4728	0	0	
0.4752	0	0	
0.4776	0	0	
0.48	0	0	
0.4824	0	0	
0.4848	0	0	
0.4872	0	0	
0.4896	0	0	
0.492	0	0	
0.4944	0	0	
0.4968	0	0	
0.4992	0	0	
0.5016	0	0	
0.504	0	0	
0.5064	0	0	
0.5088	0	0	
0.5112	0	0	
0.5136	0	0	
0.516	0	0	
0.5184	0	0	
0.5208	0	0	
0.5232	0	0	
0.5256	0	0	
0.528	0	0	
0.5304	0	0	
0.5328	0	0	
0.5352	0	0	
0.5376	0	0	
0.54	0	0	
0.5424	0	0	
0.5448	0	0	
0.5472	0	0	
0.5496	0	0	
0.552	0	0	
0.5544	0	0	
0.5568	0	0	
0.5592	0	0	
0.5616	0	0	
0.564	0	0	
0.5664	0	0	
0.5688	0	0	
0.5712	0	0	
0.5736	0	0	
0.576	0	0	
0.5784	0	0	
0.5808	0	0	
0.5832	0	0	
0.5856	0	0	
0.588	0	0	
0.5904	0	0	
0.5928	0	0	
0.5952	0	0	
0.5976	0	0	
0.6	0	0	
0.6024	0	0	
0.6048	0	0	
0.6072	0	0	
0.6096	0	0	
0.612	0	0	
0.6144	0	0	
0.6168	0	0	
0.6192	0	0	
0.6216	0	0	
0.624	0	0	
0.6264	0	0	
0.6288	0	0	
0.6312	0	0	
0.6336	0	0	
0.636	0	0	
0.6384	0	0	
0.6408	0	0	
0.6432	0	0	
0.6456	0	0	
0.648	0	0	
0.6504	0	0	
0.6528	0	0	
0.6552	0	0	
0.6576	0	0	
0.66	0	0	
0.6624	0	0	
0.6648	0	0	
0.6672	0	0	
0.6696	0	0	
0.672	0	0	
0.6744	0	0	
0.6768	0	0	
0.6792	0	0	
0.6816	0	0	
0.684	0	0	
0.6864	0	0	
0.6888	0	0	
0.6912	0	0	
0.6936	0	0	
0.696	0	0	
0.6984	0	0	
0.7008	0	0	
0.7032	0	0	
0.7056	0	0	
0.708	0	0	
0.7104	0	0	
0.7128	0	0	
0.7152	0	0	
0.7176	0	0	
0.72	0	0	
0.7224	0	0	
0.7248	0	0	
0.7272	0	0	
0.7296	0	0	
0.732	0	0	
0.7344	0	0	
0.7368	0	0	
0.7392	0	0	
0.7416	0	0	
0.744	0	0	
0.7464	0	0	
0.7488	0	0	
0.7512	0	0	
0.7536	0	0	
0.756	0	0	
0.7584	0	0	
0.7608	0	0	
0.7632	0	0	
0.7656	0	0	
0.768	0	0	
0.7704	0	0	
0.7728	0	0	
0.7752	0	0	
0.7776	0	0	
0.78	0	0	
0.7824	0	0	
0.7848	0	0	
0.7872	0	0	
0.7896	0	0	
0.792	0	0	
0.7944	0	0	
0.7968	0	0	
0.7992	0	0	
0.8016	0	0	
0.804	0	0	
0.8064	0	0	
0.8088	0	0	
0.8112	0	0	
0.8136	0	0	
0.816	0	0	
0.8184	0	0	
0.8208	0	0	
0.8232	0	0	
0.8256	0	0	
0.8279999	0	0	
0.8304	0	0	
0.8328	0	0	
0.8352	0	0	
0.8376	0	0	
0.84	0	0	
0.8424	0	0	
0.8448	0	0	
0.8472	0	0	
0.8496	0	0	
0.852	0	0	
0.8544	0	0	
0.8568	0	0	
0.8592	0	0	
0.8616	0	0	
0.864	0	0	
0.8664	0	0	
0.8688	0	0	
0.8712	0	0	
0.8736	0	0	
0.876	0	0	
0.8784	0	0	
0.8807999	0	0	
0.8832	0	0	
0.8856	0	0	
0.888	0	0	
0.8904	0	0	
0.8928	0	0	
0.8952	0	0	
0.8976	0	0	
0.9	0	0	
0.9024	0	0	
0.9048	0	0	
0.9072	0	0	
0.9096	0	0	
0.912	0	0	
0.9144	0	0	
0.9168	0	0	
0.9192	0	0	
0.9216	0	0	
0.924	0	0	
0.9264	0	0	
0.9288	0	0	
0.9312	0	0	
0.9335999	0	0	
0.936	0	0	
0.9384	0	0	
0.9408	0	0	
0.9432	0	0	
0.9456	0	0	
0.948	0	0	
0.9504	0	0	
0.9528	0	0	
0.9552	0	0	
0.9576	0	0	
0.96	0	0	
0.9624	0	0	
0.9648	0	0	
0.9672	0	0	
0.9696	0	0	
0.972	0	0	
0.9744	0	0	
0.9768	0	0	
0.9791999	0	0	
0.9816	0	0	
0.984	0	0	
0.9863999	0	0	
0.9888	0	0	
0.9912	0	0	
0.9936	0	0	
0.996	0	0	
0.9984	0	0	
1.0008	0	0	
1.0032	0	0	
1.0056	0	0	
1.008	0	0	
1.0104	0	0	
1.0128	0	0	
1.0152	0	0	
1.0176	0	0	
1.02	0	0	
1.0224	0	0	
1.0248	0	0	
1.0272	0	0	
1.0296	0	0	
1.032	0	0	
1.0344	0	0	
1.0368	0	0	
1.0392	0	0	
1.0416	0	0	
1.044	0	0	
1.0464	0	0	
1.0488	0	0	
1.0512	0	0	
1.0536	0	0	
1.056	0	0	
1.0584	0	0	
1.0608	0	0	
1.0632	0	0	
1.0656	0	0	
1.068	0	0	
1.0704	0	0	
1.0728	0	0	
1.0752	0	0	
1.0776	0	0	
1.08	0	0	
1.0824	0	0	
1.0848	0	0	
1.0872	0	0	
1.0896	0	0	
1.092	0	0	
1.0944	0	0	
1.0968	0	0	
1.0992	0	0	
1.1016	0	0	
1.104	0	0	
1.1064	0	0	
1.1088	0	0	
1.1112	0	0	
1.1136	0	0	
1.116	0	0	
1.1184	0	0	
1.1208	0	0	
1.1232	0	0	
1.1256	0	0	
1.128	0	0	
1.1304	0	0	
1.1328	0	0	
1.1352	0	0	
1.1376	0	0	
1.14	0	0	
1.1424	0	0	
1.1448	0	0	
1.1472	0	0	
1.1496	0	0	
1.152	0	0	
1.1544	0	0	
1.1568	0	0	
1.1592	0	0	
1.1616	0	0	
1.164	0	0	
1.1664	0	0	
1.1688	0	0	
1.1712	0	0	
1.1736	0	0	
1.176	0	0	
1.1784	0	0	
1.1808	0	0	
1.1832	0	0	
1.1856	0	0	
1.188	0	0	
1.1904	0	0	
1.1928	0	0	
1.1952	0	0	
1.1976	0	0	
1.2	0	0	
1.2024	0	0	
1.2048	0	0	
1.2072	0	0	
1.2096	0	0	
1.212	0	0	
1.2144	0	0	
1.2168	0	0	
1.2192	0	0	
1.2216	0	0	
1.224	0	0	
1.2264	0	0	
1.2288	0	0	
1.2312	0	0	
1.2336	0	0	
1.236	0	0	
1.2384	0	0	
1.2408	0	0	
1.2432	0	0	
1.2456	0	0	
1.248	0	0	
1.2504	0	0	
1.2528	0	0	
1.2552	0	0	
1.2576	0	0	
1.26	0	0	
1.2624	0	0	
1.2648	0	0	
1.2672	0	0	
1.2696	0	0	
1.272	0	0	
1.2744	0	0	
1.2768	0	0	
1.2792	0	0	
1.2816	0	0	
1.284	0	0	
1.2864	0	0	
1.2888	0	0	
1.2912	0	0	
1.2936	0	0	
1.296	0	0	
1.2984	0	0	
1.3008	0	0	
1.3032	0	0	
1.3056	0	0	
1.308	0	0	
1.3104	0	0	
1.3128	0	0	
1.3152	0	0	
1.3176	0	0	
1.32	0	0	
1.3224	0	0	
1.3248	0	0	
1.3272	0	0	
1.3296	0	0	
1.332	0	0	
1.3344	0	0	
1.3368	0	0	
1.3392	0	0	
1.3416	0	0	
1.344	0	0	
1.3464	0	0	
1.3488	0	0	
1.3512	0	0	
1.3536	0	0	
1.356	0	0	
1.3584	0	0	
1.3608	0	0	
1.3632	0	0	
1.3656	0	0	
1.368	0	0	
1.3704	0	0	
1.3728	0	0	
1.3752	0	0	
1.3776	0	0	
1.38	0	0	
1.3824	0	0	
1.3848	0	0	
1.3872	0	0	
1.3896	0	0	
1.392	0	0	
1.3944	0	0	
1.3968	0	0	
1.3992	0	0	
1.4016	0	0	
1.404	0	0	
1.4064	0	0	
1.4088	0	0	
1.4112	0	0	
1.4136	0	0	
1.416	0	0	
1.4184	0	0	
1.4208	0	0	
1.4232	0	0	
1.4256	0	0	
1.428	0	0	
1.4304	0	0	
1.4328	0	0	
1.4352	0	0	
1.4376	0	0	
1.44	0	0	
1.4424	0	0	
1.4448	0	0	
1.4472	0	0	
1.4496	0	0	
1.452	0	0	
1.4544	0	0	
1.4568	0	0	
1.4592	0	0	
1.4616	0	0	
1.464	0	0	
1.4664	0	0	
1.4688	0	0	
1.4712	0	0	
1.4736	0	0	
1.476	0	0	
1.4784	0	0	
1.4808	0	0	
1.4832	0	0	
1.4856	0	0	
1.488	0	0	
1.4904	0	0	
1.4928	0	0	
1.4952	0	0	
1.4976	0	0	
1.5	0	0	
1.5024	0	0	
1.5048	0	0	
1.5072	0	0	
1.5096	0	0	
1.512	0	0	
1.5144	0	0	
1.5168	0	0	
1.5192	0	0	
1.5216	0	0	
1.524	0	0	
1.5264	0	0	
1.5288	0	0	
1.5312	0	0	
1.5336	0	0	
1.536	0	0	
1.5384	0	0	
1.5408	0	0	
1.5432	0	0	
1.5456	0	0	
1.548	0	0	
1.5504	0	0	
1.5528	0	0	
1.5552	0	0	
1.5576	0	0	
1.56	0	0	
1.5624	0	0	
1.5648	0	0	
1.5672	0	0	
1.5696	0	0	
1.572	0	0	
1.5744	0	0	
1.5768	0	0	
1.5792	0	0	
1.5816	0	0	
1.584	0	0	
1.5864	0	0	
1.5888	0	0	
1.5912	0	0	
1.5936	0	0	
1.596	0	0	
1.5984	0	0	
1.6008	0	0	
1.6032	0	0	
1.6056	0	0	
1.608	0	0	
1.6104	0	0	
1.6128	0	0	
1.6152	0	0	
1.6176	0	0	
1.62	0	0	
1.6224	0	0	
1.6248	0	0	
1.6272	0	0	
1.6296	0	0	
1.632	0	0	
1.6344	0	0	
1.6368	0	0	
1.6392	0	0	
1.6416	0	0	
1.644	0	0	
1.6464	0	0	
1.6488	0	0	
1.6512	0	0	
1.6536	0	0	
1.656	0	0	
1.6584	0	0	
1.6608	0	0	
1.6632	0	0	
1.6656	0	0	
1.668	0	0	
1.6704	0	0	
1.6728	0	0	
1.6752	0	0	
1.6776	0	0	
1.68	0	0	
1.6824	0	0	
1.6848	0	0	
1.6872	0	0	
1.6896	0	0	
1.692	0	0	
1.6944	0	0	
1.6968	0	0	
1.6992	0	0	
1.7016	0	0	
1.704	0	0	
1.7064	0	0	
1.7088	0	0	
1.7112	0	0	
1.7136	0	0	
1.716	0	0	
1.7184	0	0	
1.7208	0	0	
1.7232	0	0	
1.7256	0	0	
1.728	0	0	
1.7304	0	0	
1.7328	0	0	
1.7352	0	0	
1.7376	0	0	
1.74	0	0	
1.7424	0	0	
1.7448	0	0	
1.7472	0	0	
1.7496	0	0	
1.752	0	0	
1.7544	0	0	
1.7568	0	0	
1.7592	0	0	
1.7616	0	0	
1.764	0	0	
1.7664	0	0	
1.7688	0	0	
1.7712	0	0	
1.7736	0	0	
1.776	0	0	
1.7784	0	0	
1.7808	0	0	
1.7832	0	0	
1.7856	0	0	
1.788	0	0	
1.7904	0	0	
1.7928	0	0	
1.7952	0	0	
1.7976	0	0	
1.8	0	0	
1.8024	0	0	
1.8048	0	0	
1.8072	0	0	
1.8096	0	0	
1.812	0	0	
1.8144	0	0	
1.8168	0	0	
1.8192	0	0	
1.8216	0	0	
1.824	0	0	
1.8264	0	0	
1.8288	0	0	
1.8312	0	0	
1.8336	0	0	
1.836	0	0	
1.8384	0	0	
1.8408	0	0	
1.8432	0	0	
1.8456	0	0	
1.848	0	0	
1.8504	0	0	
1.8528	0	0	
1.8552	0	0	
1.8576	0	0	
1.86	0	0	
1.8624	0	0	
1.8648	0	0	
1.8672	0	0	
1.8696	0	0	
1.872	0	0	
1.8744	0	0	
1.8768	0	0	
1.8792	0	0	
1.8816	0	0	
1.884	0	0	
1.8864	0	0	
1.8888	0	0	
1.8912	0	0	
1.8936	0	0	
1.896	0	0	
1.8984	0	0	
1.9008	0	0	
1.9032	0	0	
1.9056	0	0	
1.908	0	0	
1.9104	0	0	
1.9128	0	0	
1.9152	0	0	
1.9176	0	0	
1.92	0	0	
1.9224	0	0	
1.9248	0	0	
1.9272	0	0	
1.9296	0	0	
1.932	0	0	
1.9344	0	0	
1.9368	0	0	
1.9392	0	0	
1.9416	0	0	
1.944	0	0	
1.9464	0	0	
1.9488	0	0	
1.9512	0	0	
1.9536	0	0	
1.956	0	0	
1.9584	0	0	
1.9608	0	0	
1.9632	0	0	
1.9656	0	0	
1.968	0	0	
1.9704	0	0	
1.9728	0	0	
1.9752	0	0	
1.9776	0	0	
1.98	0	0	
1.9824	0	0	
1.9848	0	0	
1.9872	0	0	
1.9896	0	0	
1.992	0	0	
1.9944	0	0	
1.9968	0	0	
1.9992	0	0	
2.0016	0	0	
2.004	0	0	
2.0064	0	0	
2.0088	0	0	
2.0112	0	0	
2.0136	0	0	
2.016	0	0	
2.0184	0	0	
2.0208	0	0	
2.0232	0	0	
2.0256	0	0	
2.028	0	0	
2.0304	0	0	
2.0328	0	0	
2.0352	0	0	
2.0376	0	0	
2.04	0	0	
2.0424	0	0	
2.0448	0	0	
2.0472	0	0	
2.0496	0	0	
2.052	0	0	
2.0544	0	0	
2.0568	0	0	
2.0592	0	0	
2.0616	0	0	
2.064	0	0	
2.0664	0	0	
2.0688	0	0	
2.0712	0	0.002137308	
2.0736	0.0002960212	0.0106542	
2.076	0.007633636	0.01256801	
2.0784	0.01441224	0.01974012	
2.0808	0.01815234	0.01962428	
2.0832	0.01788034	0.02255697	
2.0856	0.02016871	0.02972144	
2.088	0.02533567	0.02988493	
2.0904	0.03173807	0.0357509	
2.0928	0.03284098	0.03954985	
2.0952	0.03292266	0.04052459	
2.0976	0.03854737	0.04255196	
2.1	0.0399629	0.0451186	
2.1024	0.04311477	0.05139599	
2.1048	0.04580557	0.04947102	
2.1072	0.04631168	0.05322348	
2.1096	0.04920445	0.05183499	
2.112	0.05054621	0.05137938	
2.1144	0.05387112	0.05000066	
2.1168	0.05287369	0.05264425	
2.1192	0.05207239	0.05439205	
2.1216	0.05352687	0.05792254	
2.124	0.05495752	0.06250689	
2.1264	0.05833305	0.06237615	
2.1288	0.0570304	0.06258604	
2.1312	0.06214593	0.0657925	
2.1336	0.06168829	0.07067902	
2.136	0.06523133	0.07367954	
2.1384	0.06835845	0.07495163	
2.1408	0.07207216	0.07235886	
2.1432	0.07445309	0.07393708	
2.1456	0.07333776	0.07336388	
2.148	0.06995702	0.07479572	
2.1504	0.07088971	0.07523484	
2.1528	0.07493329	0.07276199	
2.1552	0.07256353	0.07265416	
2.1576	0.07506833	0.07599169	
2.16	0.07166174	0.0778641	
2.1624	0.06949514	0.07989998	
2.1648	0.06991291	0.07770694	
2.1672	0.06995673	0.07835081	
2.1696	0.07257321	0.08120243	
2.172	0.06973264	0.08190802	
2.1744	0.07304969	0.0839686	
2.1768	0.07048476	0.08271179	
2.1792	0.07009455	0.08644164	
2.1816	0.06729521	0.08555615	
2.184	0.06891022	0.08381219	
2.1864	0.07155116	0.08716486	
2.1888	0.06903639	0.08476443	
2.1912	0.06975311	0.08483514	
2.1936	0.07159191	0.08594901	
2.196	0.07138059	0.08917064	
2.1984	0.06935292	0.08637074	
2.2008	0.07125214	0.08657887	
2.2032	0.07001891	0.08878238	
2.2056	0.07131401	0.09027553	
2.208	0.06759302	0.0879896	
2.2104	0.07077952	0.09136447	
2.2128	0.07076485	0.08918315	
2.2152	0.06885768	0.08948441	
2.2176	0.07153168	0.08658452	
2.22	0.07103766	0.0842018	
2.2224	0.07245549	0.08372273	
2.2248	0.07644372	0.08393103	
2.2272	0.0792089	0.08209452	
2.2296	0.08262087	0.07852867	
2.232	0.08550794	0.08241207	
2.2344	0.08182532	0.08183166	
2.2368	0.08005008	0.0816553	
2.2392	0.07755992	0.08184899	
2.2416	0.07684001	0.08310814	
2.244	0.07615742	0.08025273	
2.2464	0.07990669	0.0837632	
2.2488	0.08316611	0.08616946	
2.2512	0.08673738	0.08291191	
2.2536	0.0855215	0.07980186	
2.256	0.08910882	0.08306189	
2.2584	0.0895025	0.07909237	
2.2608	0.08931564	0.07617164	
2.2632	0.08748666	0.07616575	
2.2656	0.08474395	0.07963396	
2.268	0.08423357	0.07552683	
2.2704	0.08307137	0.07227656	
2.2728	0.08346655	0.07395941	
2.2752	0.08395144	0.07228193	
2.2776	0.08022077	0.07469431	
2.28	0.07877893	0.07875581	
2.2824	0.07619927	0.08074564	
2.2848	0.07993171	0.08365673	
2.2872	0.07769316	0.08678417	
2.2896	0.08016554	0.08826597	
2.292	0.08152603	0.09041466	
2.2944	0.08159976	0.09156807	
2.2968	0.08275385	0.09223418	
2.2992	0.07994337	0.08887186	
2.3016	0.08115366	0.09212691	
2.304	0.08166225	0.09188041	
2.3064	0.08293427	0.08871977	
2.3088	0.0797715	0.08839133	
2.3112	0.07622892	0.08943767	
2.3136	0.07958915	0.09201081	
2.316	0.07839821	0.08905864	
2.3184	0.07925794	0.09218915	
2.3208	0.08252086	0.08975825	
2.3232	0.0848076	0.092109	
2.3256	0.08130137	0.09139115	
2.328	0.08086785	0.09012246	
2.3304	0.0779364	0.09286149	
2.3328	0.07392592	0.09180918	
2.3352	0.07680711	0.0938256	
2.3376	0.07451431	0.09405785	
2.34	0.07057	0.09120122	
2.3424	0.07038786	0.08785527	
2.3448	0.07257664	0.08820217	
2.3472	0.07291511	0.08703365	
2.3496	0.06991237	0.08935462	
2.352	0.06892631	0.09270071	
2.3544	0.06679624	0.08966477	
2.3568	0.0669838	0.08826818	
2.3592	0.0702199	0.08541106	
2.3616	0.07308473	0.08374035	
2.364	0.07581063	0.08234143	
2.3664	0.07355391	0.08465275	
2.3688	0.07060952	0.08528035	
2.3712	0.06760673	0.08862645	
2.3736	0.07059062	0.08730351	
2.376	0.06719375	0.08969563	
2.3784	0.06626737	0.08691754	
2.3808	0.06380247	0.08418795	
2.3832	0.06332967	0.08235832	
2.3856	0.06631193	0.08282375	
2.388	0.07036638	0.08552987	
2.3904	0.0664325	0.08828619	
2.3928	0.06693867	0.08996517	
2.3952	0.06890763	0.08887157	
2.3976	0.06797483	0.09126277	
2.4	0.06632681	0.09371097	
2.4024	0.06854253	0.09273816	
2.4048	0.07014109	0.09325418	
2.4072	0.07230768	0.09083095	
2.4096	0.07587585	0.09004307	
2.412	0.07863327	0.09339014	
2.4144	0.07903875	0.09027097	
2.4168	0.07688441	0.09321155	
2.4192	0.07663377	0.09297588	
2.4216	0.07679857	0.09322035	
2.424	0.08001421	0.09010315	
2.4264	0.07920571	0.09114977	
2.4288	0.08238759	0.08788165	
2.4312	0.08262884	0.08689472	
2.4336	0.08565651	0.08900134	
2.436	0.08426856	0.08650121	
2.4384	0.08030774	0.08688484	
2.4408	0.08293659	0.08588423	
2.4432	0.08463213	0.08915992	
2.4456	0.08460546	0.09207211	
2.448	0.08499964	0.08858059	
2.4504	0.08727528	0.086372	
2.4528	0.09006983	0.08577149	
2.4552	0.08919486	0.08646455	
2.4576	0.08556226	0.08862397	
2.46	0.08774294	0.09079096	
2.4624	0.09009089	0.08790673	
2.4648	0.08754228	0.08597609	
2.4672	0.08674032	0.08530953	
2.4696	0.08753516	0.08617575	
2.472	0.08615296	0.08394085	
2.4744	0.08432419	0.08291383	
2.4768	0.08726366	0.08052656	
2.4792	0.08789843	0.07791715	
2.4816	0.09080249	0.08080117	
2.484	0.08698876	0.07813557	
2.4864	0.08787978	0.08127292	
2.4888	0.09035543	0.08248731	
2.4912	0.09087227	0.08351795	
2.4936	0.09190484	0.08166336	
2.496	0.09314314	0.07937662	
2.4984	0.0964059	0.07811845	
2.5008	0.09914301	0.07497049	
2.5032	0.09622369	0.07623681	
2.5056	0.09740651	0.07739548	
2.508	0.09334172	0.07592214	
2.5104	0.09549197	0.07500964	
2.5128	0.09779629	0.07714657	
2.5152	0.09515963	0.07611769	
2.5176	0.09509389	0.07577705	
2.52	0.0971818	0.0778044	
2.5224	0.09689576	0.07497557	
2.5248	0.100601	0.07246073	
2.5272	0.1001694	0.0688429	
2.5296	0.09973904	0.06638293	
2.532	0.1026465	0.0672216	
2.5344	0.1057751	0.06534704	
2.5368	0.1069117	0.06647778	
2.5392	0.1091938	0.06590382	
2.5416	0.1050179	0.06188609	
2.544	0.1061853	0.06201541	
2.5464	0.1088157	0.05763429	
2.5488	0.1052557	0.05655802	
2.5512	0.106222	0.05923195	
2.5536	0.1039027	0.05500169	
2.556	0.1034758	0.05447833	
2.5584	0.102561	0.05463558	
2.5608	0.106744	0.05630629	
2.5632	0.1088091	0.05802272	
2.5656	0.1126413	0.0602002	
2.568	0.1129536	0.06244676	
2.5704	0.1104178	0.05827039	
2.5728	0.107922	0.05699423	
2.5752	0.1097884	0.05919319	
2.5776	0.1126929	0.06181032	
2.58	0.11393	0.06087938	
2.5824	0.1127157	0.05946864	
2.5848	0.1095438	0.05884989	
2.5872	0.1105707	0.06176523	
2.5896	0.1079759	0.06349935	
2.592	0.1056595	0.06324755	
2.5944	0.1040106	0.06535931	
2.5968	0.1058281	0.06664637	
2.5992	0.1056294	0.06547727	
2.6016	0.1092653	0.06735384	
2.604	0.1102265	0.0694178	
2.6064	0.107488	0.06879127	
2.6088	0.1054636	0.07197049	
2.6112	0.1040157	0.0735914	
2.6136	0.1001434	0.07210778	
2.616	0.09808857	0.07286304	
2.6184	0.09710073	0.06943756	
2.6208	0.09806211	0.06769324	
2.6232	0.09905554	0.0644891	
2.6256	0.1030597	0.06812236	
2.628	0.1054774	0.06492291	
2.6304	0.1040076	0.06128348	
2.6328	0.1006997	0.057939	
2.6352	0.1031621	0.0543629	
2.6376	0.1037463	0.05327165	
2.64	0.1052559	0.04988081	
2.6424	0.1020853	0.0521292	
2.6448	0.1044732	0.05205019	
2.6472	0.108114	0.053718	
2.6496	0.1099147	0.05119941	
2.652	0.1075516	0.05111708	
2.6544	0.1060324	0.04784774	
2.6568	0.1062324	0.04541935	
2.6592	0.1087292	0.04357578	
2.6616	0.1099271	0.04474698	
2.664	0.1124403	0.04598454	
2.6664	0.1097051	0.04714552	
2.6688	0.1133655	0.04848811	
2.6712	0.1114787	0.04809069	
2.6736	0.1105607	0.04911852	
2.676	0.1095943	0.04966874	
2.6784	0.1085505	0.05111327	
2.6808	0.1116861	0.05228346	
2.6832	0.1111037	0.05362335	
2.6856	0.1098996	0.05609617	
2.688	0.1072951	0.0537584	
2.6904	0.1094401	0.05200912	
2.6928	0.1091525	0.05188021	
2.6952	0.1104226	0.05094565	
2.6976	0.1075433	0.05050303	
2.7	0.1086561	0.04748048	
2.7024	0.1067359	0.04719096	
2.7048	0.1081176	0.04426695	
2.7072	0.1102699	0.04059986	
2.7096	0.1140719	0.03729174	
2.712	0.1163983	0.0395541	
2.7144	0.1204797	0.03713723	
2.7168	0.1197702	0.0338228	
2.7192	0.1215997	0.03241292	
2.7216	0.1240297	0.02870749	
2.724	0.1226279	0.0276827	
2.7264	0.1259864	0.02500559	
2.7288	0.1243335	0.02144637	
2.7312	0.1234271	0.02249714	
2.7336	0.1230947	0.01959197	
2.736	0.1265905	0.02191836	
2.7384	0.1281833	0.01804996	
2.7408	0.1301813	0.01911102	
2.7432	0.1274269	0.01780567	
2.7456	0.1322198	0.01503511	
2.748	0.1345692	0.01694067	
2.7504	0.1392128	0.01990989	
2.7528	0.1375689	0.02146075	
2.7552	0.1387192	0.02170889	
2.7576	0.137276	0.02084199	
2.76	0.1355125	0.01920248	
2.7624	0.1331778	0.02197421	
2.7648	0.1308112	0.0176288	
2.7672	0.128978	0.01626683	
2.7696	0.1289438	0.01954482	
2.772	0.1284356	0.01572682	
2.7744	0.1283795	0.01633996	
2.7768	0.1284264	0.01514384	
2.7792	0.1267738	0.0164711	
2.7816	0.1282099	0.01594029	
2.784	0.1328012	0.01419425	
2.7864	0.1377588	0.01533387	
2.7888	0.1351542	0.01274558	
2.7912	0.1341368	0.009873061	
2.7936	0.1380595	0.0096303	
2.796	0.1422976	0.01109216	
2.7984	0.1411475	0.01109581	
2.8008	0.1398604	0.009779738	
2.8032	0.1370876	0.007953801	
2.8056	0.139041	0.01085029	
2.808	0.1430503	0.01111699	
2.8104	0.1465224	0.0119451	
2.8128	0.1504777	0.01203592	
