TestName,RootRotX,RootRotY,RootRotZ,RootOrientation,ChildRotX,ChildRotY,ChildRotZ,ChildOrientation,RootX,RootY,RootZ,Child1X,Child1Y,Child1Z,Child2X,Child2Y,Child2Z,DataPrefix
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,-160,160,"0.8830222,-0.3213939,0.3420202,0,-0.3420202,-0.9396926,0,0,0.3213939,-0.1169778,-0.9396926,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.048251119,0.01549432,0.209702641,0.002309644,0.083813779,0.065751813,Root_-160_0_-80_Child_1600_-160_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,-80,0,"0.1736482,0,0.9848077,0,0,1,0,0,-0.9848077,0,0.1736482,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.046739057,0.083713621,0.08652427,-0.001683086,-0.049525447,0.174372524,Root_-160_0_-80_Child_00_-80_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.9848077,0.1736482,0,0,-0.1710101,-0.9698462,0.1736482,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.025729069,0.112459533,0.114316635,-0.105565704,0.014792419,0.141201809,Root_-160_0_-80_Child_800_-80_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,-80,160,"-0.163176,0.0593912,0.9848077,0,-0.3420202,-0.9396926,0,0,0.9254165,-0.3368241,0.1736482,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.066540524,0.041169077,0.124439359,-0.06602405,0.133098751,0.162852451,Root_-160_0_-80_Child_1600_-80_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,0,0,"1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.033682413,-0.00593912,0.093969263,-0.046617616,0.042551387,0.252024174,Root_-160_0_-80_Child_00_0_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,0,80,"0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.056739535,0.081950262,0.091259509,-0.046617616,0.042551383,0.252024174,Root_-160_0_-80_Child_800_0_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",0,0,160,"-0.9396926,0.3420202,0,0,-0.3420202,-0.9396926,0,0,0,0,1,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.020432441,0.119448386,0.121291079,-0.046617612,0.042551383,0.252024174,Root_-160_0_-80_Child_1600_0_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,-160,0,"-0.9396926,0,0.3420202,0,-0.3368241,0.1736482,-0.9254165,0,-0.0593912,-0.9848077,-0.163176,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.000425732,0.118672229,0.207003981,-0.097543456,0.02754104,0.109038971,Root_-160_0_-80_Child_080_-160_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,-160,80,"-0.163176,-0.9254165,0.3420202,0,-0.229499,-0.3015533,-0.9254165,0,0.9595331,-0.229499,-0.163176,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.046805333,0.030244235,0.218039423,-0.045339387,0.140210316,0.134872064,Root_-160_0_-80_Child_8080_-160_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,-160,160,"0.8830222,-0.3213939,0.3420202,0,0.25712,-0.2783766,-0.9254165,0,0.3926336,0.9051036,-0.163176,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.026328206,-0.031692114,0.18791084,0.069502726,0.10289561,0.173677757,Root_-160_0_-80_Child_16080_-160_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,-80,0,"0.1736482,0,0.9848077,0,-0.9698462,0.1736482,0.1710101,0,-0.1710101,-0.9848077,0.0301537,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.03617331,0.106256105,0.11620412,-0.102117024,0.015400517,0.127206013,Root_-160_0_-80_Child_080_-80_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,-80,80,"0.0301537,0.1710101,0.9848077,0,-0.3394222,-0.9249584,0.1710101,0,0.9401506,-0.3394222,0.0301537,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.063106723,0.029868025,0.121030211,-0.061687101,0.13535963,0.14927952,Root_-160_0_-80_Child_8080_-80_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,-80,160,"-0.163176,0.0593912,0.9848077,0,0.8519661,-0.494883,0.1710101,0,0.4975211,0.8669276,0.0301537,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.002624864,-0.009922102,0.094954491,0.057636689,0.111453854,0.190539092,Root_-160_0_-80_Child_16080_-80_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,0,0,"1,0,0,0,0,0.1736482,0.9848077,0,0,-0.9848077,0.1736482,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.052790023,0.009308306,0.11749693,-0.109919839,0.03138949,0.140690088,Root_-160_0_-80_Child_080_0_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,0,80,"0.1736482,0.9848077,0,0,-0.1710101,0.0301537,0.9848077,0,0.9698462,-0.1710101,0.1736482,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.024032226,-0.002840528,0.089192875,-0.05145086,0.140179917,0.168523595,Root_-160_0_-80_Child_8080_0_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",80,0,160,"-0.9396926,0.3420202,0,0,-0.0593912,-0.163176,0.9848077,0,0.3368241,0.9254165,0.1736482,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.050270479,0.075531088,0.084741317,0.061006583,0.095730454,0.206023619,Root_-160_0_-80_Child_16080_0_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,-160,0,"-0.9396926,0,0.3420202,0,-0.1169778,-0.9396926,-0.3213939,0,0.3213939,-0.3420202,0.8830222,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.055205263,0.09783648,0.137515903,-0.079909585,0.069316305,0.229334071,Root_-160_0_-80_Child_0160_-160_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,-160,80,"-0.163176,-0.9254165,0.3420202,0,0.9051036,-0.2783766,-0.3213939,0,0.3926336,0.25712,0.8830222,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.055937406,0.003031421,0.131786391,-0.02570123,0.08610858,0.24982588,Root_-160_0_-80_Child_80160_-160_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,-160,160,"0.8830222,-0.3213939,0.3420202,0,0.4313171,0.8430134,-0.3213939,0,-0.1850336,0.4313171,0.8830222,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.032004744,-0.012208325,0.099301152,0.000450346,0.032061923,0.255783767,Root_-160_0_-80_Child_160160_-160_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,-80,0,"0.1736482,0,0.9848077,0,-0.3368241,-0.9396926,0.0593912,0,0.9254165,-0.3420202,-0.163176,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.067826286,0.024030969,0.138578966,-0.055159848,0.1350144,0.131023601,Root_-160_0_-80_Child_0160_-80_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,-80,80,"0.0301537,0.1710101,0.9848077,0,0.8669276,-0.494883,0.0593912,0,0.4975211,0.8519661,-0.163176,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.010424512,-0.021872614,0.107629441,0.062763952,0.112357929,0.171860367,Root_-160_0_-80_Child_80160_-80_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,-80,160,"-0.163176,0.0593912,0.9848077,0,0.637905,0.7678216,0.0593912,0,-0.7526293,0.637905,-0.163176,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.068302773,0.052837074,0.09160538,0.064663015,-0.014250812,0.164539024,Root_-160_0_-80_Child_160160_-80_160_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,0,0,"1,0,0,0,0,-0.9396926,0.3420202,0,0,-0.3420202,-0.9396926,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,0.044987593,0.007932529,0.20805493,-0.012935204,0.048490506,0.058054913,Root_-160_0_-80_Child_0160_0_0_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,0,80,"0.1736482,0.9848077,0,0,0.9254165,-0.163176,0.3420202,0,0.3368241,-0.0593912,-0.9396926,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.045803256,-0.030207014,0.173101261,0.007370858,0.086273037,0.067721397,Root_-160_0_-80_Child_80160_0_80_
BodyBoxRotationTest,-160,0,-80,"0.1736482,-0.9848077,0,0,-0.9254165,-0.163176,-0.3420202,0,0.3368241,0.0593912,-0.9396926,0,0,0,0,1",160,0,160,"-0.9396926,0.3420202,0,0,0.3213939,0.8830222,0.3420202,0,0.1169778,0.3213939,-0.9396926,0,0,0,0,1",-0.020747207,-0.054429621,-0.06408564,-0.098908298,0.058783848,0.159690708,0.046426933,0.070835896,0.080745004,Root_-160_0_-80_Child_160160_0_160_
BodyBoxRotationTest,-160,0,0,"1,0,0,0,0,-0.9396926,-0.3420202,0,0,0.3420202,-0.9396926,0,0,0,0,1",0,-160,0,"-0.9396926,0,0.3420202,0,0,1,0,0,-0.3420202,0,-0.9396926,0,0,0,0,1",0.050000001,-0.029883621,-0.06408564,-0.114085652,-0.061523832,0.169035316,-0.015797982,0.027820993,0.069752701,Root_-160_0_0_Child_00_-160_0_
BodyBoxRotationTest,-160,0,0,"1,0,0,0,0,-0.9396926,-0.3420202,0,0,0.3420202,-0.9396926,0,0,0,0,1",0,-160,80,"-0.163176,-0.9254165,0.3420202,0,-0.9848077,0.1736482,0,0,-0.0593912,-0.3368241,-0.9396926,0,0,0,0,1",0.050000001,-0.029883621,-0.06408564,-0.110368751,0.036607917,0.204752356,-0.044060882,-0.003830123,0.058232632,Root_-160_0_0_Child_800_-160_80_
BodyBoxRotationTest,-160,0,0,"1,0,0,0,0,-0.9396926,-0.3420202,0,0,0.3420202,-0.9396926,0,0,0,0,1",0,-160,160,"0.8830222,-0.3213939,0.3420202,0,-0.3420202,-0.9396926,0,0,0.3213939,-0.1169778,-0.9396926,0,0,0,0,1",0.050000001,-0.029883621,-0.06408564,-0.006880209,0.050208639,0.209702641,-0.082139388,0.016828671,0.065751813,Root_-160_0_0_Child_1600_-160_160_
