TimeSlice	Time	
1195	0.5975	
1196	0.598	
1197	0.5985	
1198	0.599	
1199	0.5995	
1200	0.6	
1201	0.6005	
1202	0.601	
1203	0.6015	
1204	0.602	
1205	0.6025	
1206	0.603	
1207	0.6035	
1208	0.604	
1209	0.6045	
1210	0.605	
1211	0.6055	
1212	0.606	
1213	0.6065	
1214	0.607	
1215	0.6075	
1216	0.608	
1217	0.6085	
1218	0.609	
1219	0.6095	
1220	0.61	
1221	0.6105	
1222	0.611	
1223	0.6115	
1224	0.612	
1225	0.6125	
1226	0.613	
1227	0.6135	
1228	0.614	
1229	0.6145	
1230	0.615	
1231	0.6155	
1232	0.616	
1233	0.6165	
1234	0.617	
1235	0.6175	
1236	0.618	
1237	0.6185	
1238	0.619	
1239	0.6195	
1240	0.62	
1241	0.6205	
1242	0.621	
1243	0.6215	
1244	0.622	
1245	0.6225	
1246	0.623	
1247	0.6235	
1248	0.624	
1249	0.6245	
1250	0.625	
1251	0.6255	
1252	0.626	
1253	0.6265	
1254	0.627	
1255	0.6275	
1256	0.628	
1257	0.6285	
1258	0.629	
1259	0.6295	
1260	0.63	
1261	0.6305	
1262	0.631	
1263	0.6315	
1264	0.632	
1265	0.6325	
1266	0.633	
1267	0.6335	
1268	0.634	
1269	0.6345	
1270	0.635	
1271	0.6355	
1272	0.636	
1273	0.6365	
1274	0.637	
1275	0.6375	
1276	0.638	
1277	0.6385	
1278	0.639	
1279	0.6395	
1280	0.64	
1281	0.6405	
1282	0.641	
1283	0.6415	
1284	0.642	
1285	0.6425	
1286	0.643	
1287	0.6435	
1288	0.644	
1289	0.6445	
1290	0.645	
1291	0.6455	
1292	0.646	
1293	0.6465	
1294	0.647	
1295	0.6475	
1296	0.648	
1297	0.6485	
1298	0.649	
1299	0.6495	
1300	0.65	
1301	0.6505	
1302	0.651	
1303	0.6515	
1304	0.652	
1305	0.6525	
1306	0.653	
1307	0.6535	
1308	0.654	
1309	0.6545	
1310	0.655	
1311	0.6555	
1312	0.656	
1313	0.6565	
1314	0.657	
1315	0.6575	
1316	0.658	
1317	0.6585	
1318	0.659	
1319	0.6595	
1320	0.66	
1321	0.6605	
1322	0.661	
1323	0.6615	
1324	0.662	
1325	0.6625	
1326	0.663	
1327	0.6635	
1328	0.664	
1329	0.6645	
1330	0.665	
1331	0.6655	
1332	0.666	
1333	0.6665	
1334	0.667	
1335	0.6675	
1336	0.668	
1337	0.6685	
1338	0.669	
1339	0.6695	
1340	0.67	
1341	0.6705	
1342	0.671	
1343	0.6715	
1344	0.672	
1345	0.6725	
1346	0.673	
1347	0.6735	
1348	0.674	
1349	0.6745	
1350	0.675	
1351	0.6755	
1352	0.676	
1353	0.6765	
1354	0.677	
1355	0.6775	
1356	0.678	
1357	0.6785	
1358	0.679	
1359	0.6795	
1360	0.68	
1361	0.6805	
1362	0.681	
1363	0.6815	
1364	0.682	
1365	0.6825	
1366	0.683	
1367	0.6835	
1368	0.684	
1369	0.6845	
1370	0.685	
1371	0.6855	
1372	0.686	
1373	0.6865	
1374	0.687	
1375	0.6875	
1376	0.688	
1377	0.6885	
1378	0.689	
1379	0.6895	
1380	0.69	
1381	0.6905	
1382	0.691	
1383	0.6915	
1384	0.692	
1385	0.6925	
1386	0.693	
1387	0.6935	
1388	0.694	
1389	0.6945	
1390	0.695	
1391	0.6955	
1392	0.696	
1393	0.6965	
1394	0.697	
1395	0.6975	
1396	0.698	
1397	0.6985	
1398	0.699	
1399	0.6995	
1400	0.7	
1401	0.7005	
1402	0.701	
1403	0.7015	
1404	0.702	
1405	0.7025	
1406	0.703	
1407	0.7035	
1408	0.704	
1409	0.7045	
1410	0.705	
1411	0.7055	
1412	0.706	
1413	0.7065	
1414	0.707	
1415	0.7075	
1416	0.708	
1417	0.7085	
1418	0.709	
1419	0.7095	
1420	0.71	
1421	0.7105	
1422	0.711	
1423	0.7115	
1424	0.712	
1425	0.7125	
1426	0.713	
1427	0.7135	
1428	0.714	
1429	0.7145	
1430	0.715	
1431	0.7155	
1432	0.716	
1433	0.7165	
1434	0.717	
1435	0.7175	
1436	0.718	
1437	0.7185	
1438	0.719	
1439	0.7195	
1440	0.72	
1441	0.7205	
1442	0.721	
1443	0.7215	
1444	0.722	
1445	0.7225	
1446	0.723	
1447	0.7235	
1448	0.724	
1449	0.7245	
1450	0.725	
1451	0.7255	
1452	0.726	
1453	0.7265	
1454	0.727	
1455	0.7275	
1456	0.728	
1457	0.7285	
1458	0.729	
1459	0.7295	
1460	0.73	
1461	0.7305	
1462	0.731	
1463	0.7315	
1464	0.732	
1465	0.7325	
1466	0.733	
1467	0.7335	
1468	0.734	
1469	0.7345	
1470	0.735	
1471	0.7355	
1472	0.736	
1473	0.7365	
1474	0.737	
1475	0.7375	
1476	0.738	
1477	0.7385	
1478	0.739	
1479	0.7395	
1480	0.74	
1481	0.7405	
1482	0.741	
1483	0.7415	
1484	0.742	
1485	0.7425	
1486	0.743	
1487	0.7435	
1488	0.744	
1489	0.7445	
1490	0.745	
1491	0.7455	
1492	0.746	
1493	0.7465	
1494	0.747	
1495	0.7475	
1496	0.748	
1497	0.7485	
1498	0.749	
1499	0.7495	
1500	0.75	
1501	0.7505	
1502	0.751	
1503	0.7515	
1504	0.752	
1505	0.7525	
1506	0.753	
1507	0.7535	
1508	0.754	
1509	0.7545	
1510	0.755	
1511	0.7555	
1512	0.756	
1513	0.7565	
1514	0.757	
1515	0.7575	
1516	0.758	
1517	0.7585	
1518	0.759	
1519	0.7595	
1520	0.76	
1521	0.7605	
1522	0.761	
1523	0.7615	
1524	0.762	
1525	0.7625	
1526	0.763	
1527	0.7635	
1528	0.764	
1529	0.7645	
1530	0.765	
1531	0.7655	
1532	0.766	
1533	0.7665	
1534	0.767	
1535	0.7675	
1536	0.768	
1537	0.7685	
1538	0.769	
1539	0.7695	
1540	0.77	
1541	0.7705	
1542	0.771	
1543	0.7715	
1544	0.772	
1545	0.7725	
1546	0.773	
1547	0.7735	
1548	0.774	
1549	0.7745	
1550	0.775	
1551	0.7755	
1552	0.776	
1553	0.7765	
1554	0.777	
1555	0.7775	
1556	0.778	
1557	0.7785	
1558	0.779	
1559	0.7795	
1560	0.78	
1561	0.7805	
1562	0.781	
1563	0.7815	
1564	0.782	
1565	0.7825	
1566	0.783	
1567	0.7835	
1568	0.784	
1569	0.7845	
1570	0.785	
1571	0.7855	
1572	0.786	
1573	0.7865	
1574	0.787	
1575	0.7875	
1576	0.788	
1577	0.7885	
1578	0.789	
1579	0.7895	
1580	0.79	
1581	0.7905	
1582	0.791	
1583	0.7915	
1584	0.792	
1585	0.7925	
1586	0.793	
1587	0.7935	
1588	0.794	
1589	0.7945	
1590	0.795	
1591	0.7955	
1592	0.796	
1593	0.7965	
1594	0.797	
1595	0.7975	
1596	0.798	
1597	0.7985	
1598	0.799	
1599	0.7995	
1600	0.8	
1601	0.8005	
1602	0.801	
1603	0.8015	
1604	0.802	
1605	0.8025	
1606	0.803	
1607	0.8035	
1608	0.804	
1609	0.8045	
1610	0.805	
1611	0.8055	
1612	0.806	
1613	0.8065	
1614	0.807	
1615	0.8075	
1616	0.808	
1617	0.8085	
1618	0.809	
1619	0.8095	
1620	0.81	
1621	0.8105	
1622	0.811	
1623	0.8115	
1624	0.812	
1625	0.8125	
1626	0.813	
1627	0.8135	
1628	0.814	
1629	0.8145	
1630	0.815	
1631	0.8155	
1632	0.816	
1633	0.8165	
1634	0.817	
1635	0.8175	
1636	0.818	
1637	0.8185	
1638	0.819	
1639	0.8195	
1640	0.82	
1641	0.8205	
1642	0.821	
1643	0.8215	
1644	0.822	
1645	0.8225	
1646	0.823	
1647	0.8235	
1648	0.824	
1649	0.8245	
1650	0.825	
1651	0.8255	
1652	0.826	
1653	0.8265	
1654	0.827	
1655	0.8275	
1656	0.828	
1657	0.8285	
1658	0.829	
1659	0.8295	
1660	0.83	
1661	0.8305	
1662	0.831	
1663	0.8315	
1664	0.832	
1665	0.8325	
1666	0.833	
1667	0.8335	
1668	0.834	
1669	0.8345	
1670	0.835	
1671	0.8355	
1672	0.836	
1673	0.8365	
1674	0.837	
1675	0.8375	
1676	0.838	
1677	0.8385	
1678	0.839	
1679	0.8395	
1680	0.84	
1681	0.8405	
1682	0.841	
1683	0.8415	
1684	0.842	
1685	0.8425	
1686	0.843	
1687	0.8435	
1688	0.844	
1689	0.8445	
1690	0.845	
1691	0.8455	
1692	0.846	
1693	0.8465	
1694	0.847	
1695	0.8475	
1696	0.848	
1697	0.8485	
1698	0.849	
1699	0.8495	
1700	0.85	
1701	0.8505	
1702	0.851	
1703	0.8515	
1704	0.852	
1705	0.8525	
1706	0.853	
1707	0.8535	
1708	0.854	
1709	0.8545	
1710	0.855	
1711	0.8555	
1712	0.856	
1713	0.8565	
1714	0.857	
1715	0.8575	
1716	0.858	
1717	0.8585	
1718	0.859	
1719	0.8595	
1720	0.86	
1721	0.8605	
1722	0.861	
1723	0.8615	
1724	0.862	
1725	0.8625	
1726	0.863	
1727	0.8635	
1728	0.864	
1729	0.8645	
1730	0.865	
1731	0.8655	
1732	0.866	
1733	0.8665	
1734	0.867	
1735	0.8675	
1736	0.868	
1737	0.8685	
1738	0.869	
1739	0.8695	
1740	0.87	
1741	0.8705	
1742	0.871	
1743	0.8715	
1744	0.872	
1745	0.8725	
1746	0.873	
1747	0.8735	
1748	0.874	
1749	0.8745	
1750	0.875	
1751	0.8755	
1752	0.876	
1753	0.8765	
1754	0.877	
1755	0.8775	
1756	0.878	
1757	0.8785	
1758	0.879	
1759	0.8795	
1760	0.88	
1761	0.8805	
