Time	C	A	B	Soma	DistalExcitation	DistalInhibition	ProximalInhibition	
0.0336	-0.06719606	-0.06348392	-0.06458002	-0.06250063	-0.04403	-0.04410432	-0.06	
0.0338	-0.06719583	-0.06353988	-0.0646304	-0.06255256	-0.04347987	-0.04413822	-0.06	
0.034	-0.0671909	-0.06359103	-0.06467304	-0.06260321	-0.04295132	-0.04413263	-0.06	
0.0342	-0.06718217	-0.06363767	-0.06470899	-0.06265207	-0.04244349	-0.04409233	-0.06	
0.0344	-0.06717025	-0.06368008	-0.06473918	-0.06269886	-0.04195558	-0.04402151	-0.06	
0.0346	-0.06715569	-0.06371855	-0.06476433	-0.0627433	-0.04148679	-0.04392386	-0.06	
0.0348	-0.06713884	-0.06375334	-0.06478509	-0.06278527	-0.04103639	-0.04380266	-0.06	
0.035	-0.06712	-0.0637847	-0.06480198	-0.06282468	-0.04060364	-0.04366082	-0.06	
0.0352	-0.06709945	-0.06381285	-0.06481545	-0.06286149	-0.04018787	-0.04350094	-0.06	
0.0354	-0.06707738	-0.06383799	-0.06482588	-0.06289572	0	-0.04332532	-0.06	
0.0356	-0.05851165	-0.06386031	-0.06483356	-0.06292738	-0.0405735	-0.04313605	-0.06	
0.0358	-0.05395135	-0.06387998	-0.06369097	-0.06295654	-0.04122612	-0.04293498	-0.06	
0.036	-0.05138658	-0.06332334	-0.06228371	-0.06298327	-0.04176394	-0.04272379	-0.06	
0.0362	-0.04985834	-0.06263316	-0.06088248	-0.06292443	-0.04220196	-0.04250399	-0.06	
0.0364	-0.0488879	-0.06190322	-0.0596068	-0.06277616	-0.04255299	-0.04227693	-0.06	
0.0366	-0.04823303	-0.06119133	-0.05848831	-0.06254893	-0.04282799	-0.04204385	-0.06	
0.0368	-0.04776716	-0.06051856	-0.05752432	-0.06225965	-0.04303639	-0.04180587	-0.06	
0.037	-0.0474217	-0.059892	-0.05669878	-0.06192524	-0.04318634	-0.04156398	-0.06	
0.0372	-0.0471577	-0.05931209	-0.05599221	-0.06156059	-0.04328493	-0.0413191	-0.06	
0.0374	-0.0469518	-0.05877655	-0.05538586	-0.06117795	-0.04333832	-0.04107205	-0.06	
0.0376	-0.04678923	-0.05828211	-0.0548632	-0.060787	-0.04335192	-0.04082359	-0.06	
0.0378	-0.04666005	-0.05782537	-0.05441027	-0.06039522	-0.04333045	-0.04057437	-0.06	
0.038	-0.04655728	-0.05740307	-0.05401554	-0.06000822	-0.0432781	-0.04032503	-0.06	
0.0382	-0.0464758	-0.05701226	-0.0536696	-0.05963014	-0.04319856	-0.0400761	-0.06	
0.0384	-0.04641176	-0.05665029	-0.05336478	-0.05926391	-0.04309511	0	-0.06	
0.0386	-0.04975321	-0.05631481	-0.05309488	-0.05891159	-0.04297065	-0.04074349	-0.06	
0.0388	-0.05136332	-0.05600373	-0.05331048	-0.05857448	-0.04282779	-0.04150483	-0.06	
0.039	-0.05218908	-0.05594298	-0.05363544	-0.05825336	-0.04266885	-0.04213347	-0.06	
0.0392	-0.05264405	-0.0559449	-0.05396495	-0.05798164	-0.04249592	-0.04264738	-0.06	
0.0394	-0.0529172	-0.0559738	-0.05425623	-0.05775946	-0.04231086	-0.04306179	-0.06	
0.0396	-0.05309615	-0.05600834	-0.05450004	-0.05758174	-0.04211536	-0.04338962	-0.06	
0.0398	-0.05322299	-0.05604138	-0.05469882	-0.05744124	-0.04191094	-0.04364193	-0.06	
0.04	-0.05331882	-0.05607052	-0.05485899	-0.057331	-0.04169896	-0.04382821	-0.06	
0.0402	-0.05339482	-0.05609548	-0.05498752	-0.05724498	-0.04148066	-0.04395664	-0.06	
0.0404	-0.05345735	-0.05611673	-0.05509077	-0.05717816	-0.04125717	-0.04403433	-0.06	
0.0406	-0.05351026	-0.05613495	-0.05517405	-0.05712654	-0.04102949	-0.04406742	-0.06	
0.0408	-0.05355608	-0.05615078	-0.05524172	-0.05708692	-0.04079855	-0.04406132	-0.06	
0.041	-0.05359657	-0.0561648	-0.05529721	-0.05705677	-0.04056517	-0.04402075	-0.06	
0.0412	-0.05363299	-0.05617747	-0.05534325	-0.05703413	-0.0403301	-0.04394985	-0.06	
0.0414	-0.05366629	-0.05618916	-0.05538196	-0.05701742	-0.04009403	-0.0438523	-0.06	
0.0416	-0.05369718	-0.05620017	-0.05541502	-0.05700544	0	-0.04373135	-0.06	
0.0418	-0.04761828	-0.0562107	-0.05544372	-0.05699723	-0.04078176	-0.0435899	-0.06	
0.042	-0.04486212	-0.05622094	-0.05464835	-0.05699203	-0.04155026	-0.04343051	-0.06	
0.0422	-0.04352826	-0.05582072	-0.05372449	-0.05698926	-0.04218475	-0.04325549	-0.06	
0.0424	-0.04283331	-0.05535746	-0.05284693	-0.05692896	-0.04270342	-0.04306691	-0.06	
0.0426	-0.04243878	-0.05488858	-0.05207905	-0.0568124	-0.04312168	-0.04286661	-0.06	
0.0428	-0.0421958	-0.05444642	-0.05142731	-0.05664898	-0.04345261	-0.04265625	-0.06	
0.043	-0.04203613	-0.05403889	-0.05088054	-0.05645106	-0.04370738	-0.04243734	-0.06	
0.0432	-0.04192683	-0.0536666	-0.05042287	-0.05622992	-0.0438956	-0.04221123	-0.06	
0.0434	-0.04185083	-0.05332723	-0.05003884	-0.05599488	-0.04402553	-0.04197914	-0.06	
0.0436	-0.04179852	-0.05301774	-0.04971511	-0.05575323	-0.04410432	-0.04174218	-0.06	
0.0438	-0.04176401	-0.05273508	-0.04944064	-0.05551051	-0.04413822	-0.04150135	-0.06	
0.044	-0.04174337	-0.05247651	-0.04920653	-0.05527079	-0.04413263	-0.04125756	-0.06	
0.0442	-0.04173383	-0.05223962	-0.04900567	-0.05503703	-0.04409233	-0.04101162	-0.06	
0.0444	-0.04173335	-0.05202235	-0.04883244	-0.05481129	-0.04402151	-0.04076428	-0.06	
0.0446	-0.04174038	-0.05182288	-0.04868231	-0.05459496	-0.04392386	-0.04051621	-0.06	
0.0448	-0.04175369	-0.05163968	-0.04855172	-0.05438892	-0.04380266	-0.04026803	-0.06	
0.045	-0.04177234	-0.05147138	-0.04843777	-0.05419366	-0.04482812	-0.04002027	-0.06	
0.0452	-0.04179559	-0.0513168	-0.04833817	-0.05400939	-0.0457742	0	-0.06	
0.0454	-0.04571201	-0.05117489	-0.04825104	-0.0538361	-0.04664842	-0.04069211	-0.06	
0.0456	-0.04745866	-0.05104469	-0.04869741	-0.05367365	-0.04745749	-0.04145642	-0.06	
0.0458	-0.04830346	-0.05118663	-0.04922603	-0.05352177	-0.04820735	-0.04208777	-0.06	
0.046	-0.04875477	-0.05137498	-0.04972742	-0.053418	-0.0489033	-0.04260417	-0.06	
0.0462	-0.04902639	-0.05157376	-0.05016318	-0.05336035	-0.04955005	-0.04302085	-0.06	
0.0464	-0.04920989	-0.05176279	-0.0505304	-0.05334198	-0.05015185	-0.04335077	-0.06	
0.0466	-0.04934622	-0.0519372	-0.05083666	-0.05335435	-0.05071248	-0.043605	-0.06	
0.0468	-0.04945474	-0.05209649	-0.05109208	-0.05338977	-0.05123537	-0.04379306	-0.06	
0.047	-0.04954533	-0.0522419	-0.05130626	-0.05344187	-0.05172357	-0.04392314	-0.06	
0.0472	-0.04962349	-0.05237502	-0.0514874	-0.05350561	-0.05217985	-0.04400235	-0.06	
0.0474	-0.04969258	-0.05249745	-0.05164217	-0.05357711	-0.05260674	-0.04403687	-0.06	
0.0476	-0.04975484	-0.05261056	-0.05177589	-0.05365339	-0.05300649	-0.0440321	-0.06	
0.0478	-0.04981186	-0.05271555	-0.05189274	-0.05373225	-0.05338116	-0.04399276	-0.06	
0.048	-0.0498648	-0.05281339	-0.05199603	-0.05381205	-0.05373264	-0.04392303	-0.06	
0.0482	-0.04991455	-0.05290493	-0.05208836	-0.05389156	-0.05406263	-0.04382657	-0.06	
0.0484	-0.04996179	-0.05299084	-0.05217176	-0.05396994	-0.05437268	-0.04370666	-0.06	
0.0486	-0.05000707	-0.05307171	-0.05224783	-0.05404657	-0.05466421	-0.04356617	-0.06	
0.0488	-0.0500508	-0.05314806	-0.05231786	-0.05412104	-0.05493852	-0.04340771	-0.06	
0.049	-0.05009332	-0.05322029	-0.05238285	-0.05419307	-0.05519682	-0.04323356	-0.06	
0.0492	-0.0501349	-0.0532888	-0.05244361	-0.05426253	-0.05544019	-0.0430458	-0.06	
0.0494	-0.05017575	-0.0533539	-0.05250079	-0.05432933	-0.05566964	-0.04284627	-0.06	
0.0496	-0.05021603	-0.05341588	-0.05255492	-0.05439346	-0.0558861	-0.04263666	-0.06	
0.0498	-0.05025591	-0.05347501	-0.05260643	-0.05445496	-0.05609041	-0.04241846	-0.06	
0.05	-0.05029546	-0.0535315	-0.05265567	-0.05451388	-0.05628337	-0.04219303	-0.06	
0.0502	-0.0503348	-0.05358557	-0.05270293	-0.05457031	-0.0564657	-0.04196158	-0.06	
0.0504	-0.050374	-0.05363741	-0.05274845	-0.05462436	-0.05663807	-0.04172524	-0.06	
0.0506	-0.05041312	-0.05368719	-0.05279244	-0.05467612	-0.05680112	-0.041485	-0.06	
0.0508	-0.0504522	-0.05373507	-0.05283508	-0.05472572	-0.0569554	-0.04124178	-0.06	
0.051	-0.05049128	-0.05378118	-0.05287651	-0.05477328	-0.05710147	-0.04099638	-0.06	
0.0512	-0.05053042	-0.05382567	-0.05291686	-0.0548189	-0.05723982	-0.04074956	-0.06	
0.0514	-0.05056963	-0.05386864	-0.05295625	-0.0548627	-0.0573709	-0.040502	-0.06	
0.0516	-0.05060893	-0.05391024	-0.05299477	-0.05490479	-0.05749515	-0.04025429	-0.06	
0.0518	-0.05064835	-0.05395054	-0.05303252	-0.05494529	-0.05761299	-0.040007	-0.06	
0.052	-0.05068792	-0.05398966	-0.05306957	-0.05498429	-0.05772476	0	-0.06	
0.0522	-0.05350024	-0.05402768	-0.05310599	-0.05502189	-0.05783083	-0.04068021	-0.06	
0.0524	-0.05488023	-0.05406468	-0.05351438	-0.05505819	-0.05793152	-0.04144534	-0.06	
0.0526	-0.05560688	-0.054287	-0.05398971	-0.05509328	-0.05802713	-0.04207744	-0.06	
0.0528	-0.05602172	-0.05454218	-0.05444885	-0.05515424	-0.05811796	-0.0425945	-0.06	
0.053	-0.05628151	-0.05480219	-0.0548592	-0.05524116	-0.05820426	-0.04301179	-0.06	
0.0532	-0.05645939	-0.0550508	-0.05521534	-0.05535003	-0.05828628	-0.04334226	-0.06	
0.0534	-0.05659077	-0.05528327	-0.05552111	-0.05547522	-0.05836427	-0.043597	-0.06	
0.0536	-0.05669361	-0.05549873	-0.05578333	-0.05561142	-0.05843844	-0.04378552	-0.06	
0.0538	-0.05677753	-0.05569791	-0.05600904	-0.05575418	-0.058509	-0.04391602	-0.06	
0.054	-0.05684812	-0.05588213	-0.05620456	-0.05589995	-0.05857613	-0.04399562	-0.06	
0.0542	-0.05690881	-0.05605274	-0.0563752	-0.05604601	-0.05864003	-0.04403049	-0.06	
0.0544	-0.05696191	-0.05621108	-0.05652534	-0.05619033	-0.05870086	-0.04402605	-0.06	
0.0546	-0.05700904	-0.05635829	-0.05665849	-0.05633146	-0.05875878	-0.04398702	-0.06	
0.0548	-0.05705137	-0.05649541	-0.0567775	-0.05646835	-0.05881394	-0.04391757	-0.06	
0.055	-0.05708981	-0.05662335	-0.05688465	-0.05660031	-0.0588665	-0.04382138	-0.06	
0.0552	-0.05712507	-0.05674288	-0.05698175	-0.0567269	-0.05891658	-0.0437017	-0.06	
0.0554	-0.05715768	-0.05685472	-0.0570703	-0.05684788	-0.05896431	-0.04356145	-0.06	
0.0556	-0.05718809	-0.05695947	-0.05715149	-0.05696315	-0.05900982	-0.0434032	-0.06	
0.0558	-0.05721664	-0.05705769	-0.05722629	-0.05707271	-0.0590532	-0.04322925	-0.06	
0.056	-0.05724362	-0.05714986	-0.05729551	-0.05717666	-0.05909457	-0.04304168	-0.06	
0.0562	-0.05726926	-0.05723644	-0.05735982	-0.05727513	-0.05913403	-0.04284234	-0.06	
0.0564	-0.05729373	-0.05731781	-0.05741976	-0.0573683	-0.05917167	-0.04263289	-0.06	
0.0566	-0.0573172	-0.05739436	-0.0574758	-0.05745639	-0.05920759	-0.04241485	-0.06	
0.0568	-0.0573398	-0.05746641	-0.05752834	-0.05753961	-0.05924187	-0.04218957	-0.06	
0.057	-0.05736163	-0.05753428	-0.05757771	-0.05761819	-0.05927458	-0.04195827	-0.06	
0.0572	-0.05738277	-0.05759826	-0.05762421	-0.05769238	-0.05930582	-0.04172206	-0.06	
0.0574	-0.0574033	-0.05765858	-0.05766809	-0.05776239	-0.05933565	-0.04148195	-0.06	
0.0576	-0.05742328	-0.05771552	-0.05770956	-0.05782846	-0.05936412	-0.04123884	-0.06	
0.0578	-0.05744277	-0.05776929	-0.05774884	-0.05789081	-0.05939132	-0.04099356	-0.06	
0.058	-0.05746182	-0.0578201	-0.05778608	-0.05794965	-0.0594173	-0.04074686	-0.06	
0.0582	-0.05748046	-0.05786813	-0.05782145	-0.0580052	-0.05944213	-0.0404994	-0.06	
0.0584	-0.05749873	-0.05791359	-0.05785508	-0.05805764	-0.05946584	-0.04025179	-0.06	
