Time	10ExternalUp	11SynapticUp	12ExternalUp	12FFUp	10FFUp	11FFUp	13SynapticDown	14ExternalDown	10ExternalDown	10FFDown	14FFDown	13FFDown	
0.586	4E-09	5.909425E-09	1E-08	0.9819856	0.3999728	0.5601193	6.767695E-10	1E-08	4E-09	0.3999728	0.9819856	0.07374083	
0.588	4E-09	5.927538E-09	1E-08	0.9855884	0.3999782	0.5666462	6.747245E-10	1E-08	4E-09	0.3999782	0.9855884	0.07248715	
0.59	4E-09	5.94203E-09	1E-08	0.9884708	0.3999826	0.5721576	6.730972E-10	1E-08	4E-09	0.3999826	0.9884708	0.07145166	
0.592	4E-09	5.953624E-09	1E-08	0.9907765	0.399986	0.5767985	6.718012E-10	1E-08	4E-09	0.399986	0.9907765	0.07059735	
0.594	4E-09	5.962898E-09	1E-08	0.9926212	0.3999888	0.5806968	6.707679E-10	1E-08	4E-09	0.3999888	0.9926212	0.06989324	
0.596	4E-09	5.970318E-09	1E-08	0.994097	0.399991	0.5839638	6.699437E-10	1E-08	4E-09	0.399991	0.994097	0.06931347	
0.598	4E-09	5.976254E-09	1E-08	0.9952776	0.3999928	0.5866961	6.692856E-10	1E-08	4E-09	0.3999928	0.9952776	0.06883648	
0.6	0	5.981003E-09	1E-08	0.996222	0.3999943	0.5889769	6.687601E-10	1E-08	0	0.3999943	0.996222	0.06844439	
0.6020001	0	5.984802E-09	1E-08	0.9969776	0.3199954	0.5908776	6.683404E-10	1E-08	0	0.3199954	0.9969776	0.06812231	
0.604	0	4.790259E-09	1E-08	0.9975821	0.2559963	0.5685073	5.344025E-10	1E-08	0	0.2559963	0.9975821	0.0651859	
0.606	0	3.833755E-09	1E-08	0.9980656	0.204797	0.5314809	4.273494E-10	1E-08	0	0.204797	0.9980656	0.06069571	
0.608	0	3.067994E-09	1E-08	0.9984525	0.1638376	0.4865446	3.417691E-10	1E-08	0	0.1638376	0.9984525	0.05539194	
0.61	0	2.455029E-09	1E-08	0.998762	0.1310701	0.4383363	2.733447E-10	1E-08	0	0.1310701	0.998762	0.04978045	
0.612	0	1.964429E-09	1E-08	0.9990096	0.1048561	0.3899576	2.186306E-10	1E-08	0	0.1048561	0.9990096	0.04419697	
0.614	0	1.571803E-09	1E-08	0.9992077	0.08388488	0.3434021	1.748756E-10	1E-08	0	0.08388488	0.9992077	0.03885509	
0.6160001	0	1.257609E-09	1E-08	0.9993662	0.0671079	0.2998739	1.39882E-10	1E-08	0	0.0671079	0.9993662	0.03388171	
0.618	0	1.006193E-09	1E-08	0.9994929	0.05368632	0.2600229	1.118938E-10	1E-08	0	0.05368632	0.9994929	0.02934324	
0.62	0	8.050224E-10	1E-08	0.9995943	0.04294905	0.2241188	8.950745E-11	1E-08	0	0.04294905	0.9995943	0.02526474	
0.622	0	6.440616E-10	1E-08	0.9996755	0.03435924	0.1921763	7.160112E-11	1E-08	0	0.03435924	0.9996755	0.02164382	
0.624	0	5.152772E-10	1E-08	0.9997404	0.02748739	0.1640466	5.72778E-11	1E-08	0	0.02748739	0.9997404	0.01846061	
0.626	0	4.122395E-10	1E-08	0.9997923	0.02198991	0.139482	4.582025E-11	1E-08	0	0.02198991	0.9997923	0.01568489	
0.628	0	3.29803E-10	1E-08	0.9998338	0.01759193	0.1181817	3.665493E-11	1E-08	0	0.01759193	0.9998338	0.01328101	
0.6300001	0	2.638497E-10	1E-08	0.999867	0.01407355	0.09982234	2.932313E-11	1E-08	0	0.01407355	0.999867	0.01121127	
0.632	0	2.110844E-10	1E-08	0.9998936	0.01125883	0.08407956	2.345799E-11	1E-08	0	0.01125883	0.9998936	0.009438178	
0.634	0	1.688706E-10	1E-08	0.9999149	0.009007068	0.07064106	1.876605E-11	1E-08	0	0.009007068	0.9999149	0.007925863	
0.636	0	1.350984E-10	1E-08	0.9999319	0.007205654	0.05921481	1.501263E-11	1E-08	0	0.007205654	0.9999319	0.006640943	
0.638	0	1.080799E-10	1E-08	0.9999455	0.005764524	0.04953345	1.200997E-11	1E-08	0	0.005764524	0.9999455	0.005552954	
0.64	0	8.646472E-11	1E-08	0.9999564	0.004611619	0.04135605	9.607888E-12	1E-08	0	0.004611619	0.9999564	0.004634521	
0.642	0	6.917227E-11	1E-08	0.9999651	0.003689295	0.03446829	7.686254E-12	1E-08	0	0.003689295	0.9999651	0.003861342	
0.6440001	0	5.533813E-11	1E-08	0.9999721	0.002951436	0.02868139	6.148967E-12	1E-08	0	0.002951436	0.9999721	0.003212053	
0.646	0	4.427071E-11	1E-08	0.9999776	0.002361149	0.02383053	4.919151E-12	1E-08	0	0.002361149	0.9999776	0.002668025	
0.648	0	3.54167E-11	1E-08	0.9999821	0.001888919	0.01977276	3.935307E-12	1E-08	0	0.001888919	0.9999821	0.002213126	
0.65	0	2.833345E-11	1E-08	0.9999857	0.001511135	0.01638487	3.148236E-12	1E-08	0	0.001511135	0.9999857	0.001833466	
0.652	0	2.266681E-11	1E-08	0.9999886	0.001208908	0.01356123	2.518582E-12	1E-08	0	0.001208908	0.9999886	0.001517144	
0.654	0	1.813348E-11	1E-08	0.9999908	0.0009671266	0.01121166	2.014862E-12	1E-08	0	0.0009671266	0.9999908	0.001254012	
0.656	0	1.450681E-11	1E-08	0.9999927	0.0007737012	0.009259461	1.611887E-12	1E-08	0	0.0007737012	0.9999927	0.001035448	
0.6580001	0	1.160546E-11	1E-08	0.9999942	0.0006189609	0.007639679	1.289508E-12	1E-08	0	0.0006189609	0.9999942	0.0008541484	
0.66	0	9.284379E-12	1E-08	0.9999954	0.0004951687	0.00629743	1.031605E-12	1E-08	0	0.0004951687	0.9999954	0.0007039508	
0.6620001	0	7.427507E-12	1E-08	0.9999962	0.000396135	0.005186494	8.252837E-13	1E-08	0	0.000396135	0.9999962	0.0005796663	
0.664	0	5.942009E-12	1E-08	0.999997	0.000316908	0.004268036	6.602266E-13	1E-08	0	0.000316908	0.999997	0.0004769376	
0.666	0	4.75361E-12	1E-08	0.9999976	0.0002535264	0.003509501	5.281811E-13	1E-08	0	0.0002535264	0.9999976	0.0003921136	
0.668	0	3.80289E-12	1E-08	0.999998	0.0002028211	0.002883659	4.225446E-13	1E-08	0	0.0002028211	0.999998	0.0003221418	
0.67	0	3.042312E-12	1E-08	0.9999984	0.0001622569	0.002367773	3.380356E-13	1E-08	0	0.0001622569	0.9999984	0.0002644742	
0.6720001	0	2.433851E-12	1E-08	0.9999987	0.0001298055	0.001942896	2.704284E-13	1E-08	0	0.0001298055	0.9999987	0.0002169879	
0.674	0	1.947081E-12	1E-08	0.999999	0.0001038444	0.001593258	2.163427E-13	1E-08	0	0.0001038444	0.999999	0.0001779172	
0.6760001	0	1.557665E-12	1E-08	0.9999992	8.307552E-05	0.00130576	1.730741E-13	1E-08	0	8.307552E-05	0.9999992	0.0001457952	
0.678	0	1.246132E-12	1E-08	0.9999993	6.646042E-05	0.00106953	1.384593E-13	1E-08	0	6.646042E-05	0.9999993	0.0001194054	
0.68	0	9.969057E-13	1E-08	0.9999995	5.316833E-05	0.0008755624	1.107674E-13	1E-08	0	5.316833E-05	0.9999995	9.773963E-05	
0.682	0	7.975248E-13	1E-08	0.9999996	4.253467E-05	0.0007164004	8.861391E-14	1E-08	0	4.253467E-05	0.9999996	7.996398E-05	
0.684	0	6.380198E-13	1E-08	0.9999996	3.402773E-05	0.0005858807	7.089113E-14	1E-08	0	3.402773E-05	0.9999996	6.538901E-05	
0.686	0	5.104159E-13	1E-08	0.9999997	2.722219E-05	0.0004789129	5.67129E-14	1E-08	0	2.722219E-05	0.9999997	5.344547E-05	
0.688	0	4.083327E-13	1E-08	0.9999998	2.177775E-05	0.000391297	4.537031E-14	1E-08	0	2.177775E-05	0.9999998	4.366378E-05	
0.6900001	0	3.266662E-13	1E-08	0.9999998	1.74222E-05	0.0003195709	3.629625E-14	1E-08	0	1.74222E-05	0.9999998	3.565694E-05	
0.692	0	2.613329E-13	1E-08	0.9999998	1.393776E-05	0.0002608834	2.9037E-14	1E-08	0	1.393776E-05	0.9999998	2.91063E-05	
0.694	0	2.090664E-13	1E-08	0.9999998	1.115021E-05	0.000212888	2.32296E-14	1E-08	0	1.115021E-05	0.9999998	2.374963E-05	
0.696	0	1.672531E-13	1E-08	0.9999998	8.920165E-06	0.0001736555	1.858368E-14	1E-08	0	8.920165E-06	0.9999998	1.937137E-05	
0.698	0	1.338024E-13	1E-08	0.9999998	7.136132E-06	0.0001416004	1.486694E-14	1E-08	0	7.136132E-06	0.9999998	1.579444E-05	
0.7	6E-09	1.07042E-13	1E-08	0.9999998	5.708906E-06	0.0001154212	1.189355E-14	1E-08	6E-09	5.708906E-06	0.9999998	1.287342E-05	
0.702	6E-09	8.563357E-14	1E-08	0.9999998	0.1200046	9.404961E-05	9.514843E-15	1E-08	6E-09	0.1200046	0.9999998	1.048903E-05	
0.7040001	6E-09	1.800068E-09	1E-08	0.9999998	0.2160037	0.03607661	2.000076E-10	1E-08	6E-09	0.2160037	0.9999998	0.004008544	
0.706	6E-09	3.240054E-09	1E-08	0.9999998	0.2928029	0.09366237	3.600061E-10	1E-08	6E-09	0.2928029	0.9999998	0.01040696	
0.708	6E-09	4.392043E-09	1E-08	0.9999998	0.3542424	0.1627708	4.880049E-10	1E-08	6E-09	0.3542424	0.9999998	0.01808567	
0.71	6E-09	5.313634E-09	1E-08	0.9999998	0.4033939	0.2364893	5.904039E-10	1E-08	6E-09	0.4033939	0.9999998	0.02627661	
0.712	6E-09	6.050907E-09	1E-08	0.9999998	0.4427151	0.3102096	6.723231E-10	1E-08	6E-09	0.4427151	0.9999998	0.03446775	
0.714	6E-09	6.640726E-09	1E-08	0.9999998	0.4741721	0.3809822	7.378586E-10	1E-08	6E-09	0.4741721	0.9999998	0.04233137	
0.716	6E-09	7.11258E-09	1E-08	0.9999998	0.4993377	0.4470374	7.902869E-10	1E-08	6E-09	0.4993377	0.9999998	0.04967084	
0.7180001	6E-09	7.490064E-09	1E-08	0.9999998	0.5194702	0.5074311	8.322295E-10	1E-08	6E-09	0.5194702	0.9999998	0.05638126	
0.72	6E-09	7.792051E-09	1E-08	0.9999998	0.5355761	0.561786	8.657837E-10	1E-08	6E-09	0.5355761	0.9999998	0.06242068	
0.7220001	6E-09	8.03364E-09	1E-08	0.9999998	0.5484609	0.6101016	8.926269E-10	1E-08	6E-09	0.5484609	0.9999998	0.06778909	
0.724	6E-09	8.226912E-09	1E-08	0.9999998	0.5587687	0.6526195	9.141016E-10	1E-08	6E-09	0.5587687	0.9999998	0.0725133	
0.726	6E-09	8.381529E-09	1E-08	0.9999998	0.5670149	0.6897262	9.312812E-10	1E-08	6E-09	0.5670149	0.9999998	0.07663626	
0.728	6E-09	8.505222E-09	1E-08	0.9999998	0.573612	0.7218854	9.450249E-10	1E-08	6E-09	0.573612	0.9999998	0.08020951	
0.73	6E-09	8.604179E-09	1E-08	0.9999998	0.5788896	0.7495919	9.5602E-10	1E-08	6E-09	0.5788896	0.9999998	0.083288	
0.7320001	6E-09	8.683343E-09	1E-08	0.9999998	0.5831117	0.7733404	9.648161E-10	1E-08	6E-09	0.5831117	0.9999998	0.08592673	
0.734	6E-09	8.746674E-09	1E-08	0.9999998	0.5864893	0.7936058	9.718529E-10	1E-08	6E-09	0.5864893	0.9999998	0.08817844	
0.7360001	6E-09	8.797339E-09	1E-08	0.9999998	0.5891914	0.8108314	9.774823E-10	1E-08	6E-09	0.5891914	0.9999998	0.09009241	
0.738	6E-09	8.83787E-09	1E-08	0.9999998	0.5913532	0.8254225	9.819858E-10	1E-08	6E-09	0.5913532	0.9999998	0.09171364	
0.74	6E-09	8.870296E-09	1E-08	0.9999998	0.5930825	0.8377439	9.855887E-10	1E-08	6E-09	0.5930825	0.9999998	0.09308268	
0.742	6E-09	8.896237E-09	1E-08	0.9999998	0.594466	0.8481199	9.88471E-10	1E-08	6E-09	0.594466	0.9999998	0.09423557	
0.744	6E-09	8.916989E-09	1E-08	0.9999998	0.5955728	0.8568357	9.907768E-10	1E-08	6E-09	0.5955728	0.9999998	0.095204	
0.7460001	6E-09	8.933591E-09	1E-08	0.9999998	0.5964583	0.8641404	9.926214E-10	1E-08	6E-09	0.5964583	0.9999998	0.09601562	
0.748	6E-09	8.946873E-09	1E-08	0.9999998	0.5971666	0.8702498	9.940971E-10	1E-08	6E-09	0.5971666	0.9999998	0.09669444	
0.7500001	6E-09	8.957498E-09	1E-08	0.9999998	0.5977333	0.8753498	9.952777E-10	1E-08	6E-09	0.5977333	0.9999998	0.0972611	
0.752	6E-09	8.965999E-09	1E-08	0.9999998	0.5981866	0.8795998	9.962223E-10	1E-08	6E-09	0.5981866	0.9999998	0.09773333	
0.754	6E-09	8.972798E-09	1E-08	0.9999998	0.5985493	0.8831358	9.969777E-10	1E-08	6E-09	0.5985493	0.9999998	0.09812622	
0.756	6E-09	8.978239E-09	1E-08	0.9999998	0.5988394	0.8860734	9.975822E-10	1E-08	6E-09	0.5988394	0.9999998	0.09845261	
0.758	6E-09	8.98259E-09	1E-08	0.9999998	0.5990715	0.8885105	9.980657E-10	1E-08	6E-09	0.5990715	0.9999998	0.0987234	
0.7600001	6E-09	8.986071E-09	1E-08	0.9999998	0.5992572	0.8905298	9.984525E-10	1E-08	6E-09	0.5992572	0.9999998	0.09894777	
0.762	6E-09	8.988857E-09	1E-08	0.9999998	0.5994058	0.892201	9.987622E-10	1E-08	6E-09	0.5994058	0.9999998	0.09913346	
0.7640001	6E-09	8.991086E-09	1E-08	0.9999998	0.5995246	0.8935826	9.990098E-10	1E-08	6E-09	0.5995246	0.9999998	0.09928696	
0.766	6E-09	8.992868E-09	1E-08	0.9999998	0.5996197	0.8947234	9.992078E-10	1E-08	6E-09	0.5996197	0.9999998	0.09941372	
0.768	6E-09	8.994294E-09	1E-08	0.9999998	0.5996958	0.8956646	9.993663E-10	1E-08	6E-09	0.5996958	0.9999998	0.0995183	
0.77	6E-09	8.995436E-09	1E-08	0.9999998	0.5997566	0.8964404	9.99493E-10	1E-08	6E-09	0.5997566	0.9999998	0.0996045	
0.772	6E-09	8.996348E-09	1E-08	0.9999998	0.5998053	0.8970792	9.995944E-10	1E-08	6E-09	0.5998053	0.9999998	0.09967549	
0.774	6E-09	8.997078E-09	1E-08	0.9999998	0.5998442	0.8976049	9.996756E-10	1E-08	6E-09	0.5998442	0.9999998	0.0997339	
0.776	6E-09	8.997662E-09	1E-08	0.9999998	0.5998754	0.8980372	9.997404E-10	1E-08	6E-09	0.5998754	0.9999998	0.09978193	
0.7780001	6E-09	8.998129E-09	1E-08	0.9999998	0.5999003	0.8983923	9.997924E-10	1E-08	6E-09	0.5999003	0.9999998	0.09982139	
0.78	6E-09	8.998503E-09	1E-08	0.9999998	0.5999202	0.898684	9.998339E-10	1E-08	6E-09	0.5999202	0.9999998	0.09985379	
0.7820001	6E-09	8.998802E-09	1E-08	0.9999998	0.5999362	0.8989232	9.998671E-10	1E-08	6E-09	0.5999362	0.9999998	0.09988037	
0.784	6E-09	8.999042E-09	1E-08	0.9999998	0.5999489	0.8991194	9.998937E-10	1E-08	6E-09	0.5999489	0.9999998	0.09990217	
0.786	6E-09	8.999232E-09	1E-08	0.9999998	0.5999591	0.8992802	9.99915E-10	1E-08	6E-09	0.5999591	0.9999998	0.09992003	
0.788	6E-09	8.999385E-09	1E-08	0.9999998	0.5999673	0.8994118	9.99932E-10	1E-08	6E-09	0.5999673	0.9999998	0.09993467	
0.79	6E-09	8.999508E-09	1E-08	0.9999998	0.5999739	0.8995196	9.999456E-10	1E-08	6E-09	0.5999739	0.9999998	0.09994664	
0.7920001	6E-09	8.999606E-09	1E-08	0.9999998	0.599979	0.8996078	9.999566E-10	1E-08	6E-09	0.599979	0.9999998	0.09995645	
0.794	6E-09	8.999685E-09	1E-08	0.9999998	0.5999833	0.89968	9.999651E-10	1E-08	6E-09	0.5999833	0.9999998	0.09996445	
0.7960001	6E-09	8.999748E-09	1E-08	0.9999998	0.5999866	0.8997389	9.999722E-10	1E-08	6E-09	0.5999866	0.9999998	0.09997101	
0.798	6E-09	8.999798E-09	1E-08	0.9999998	0.5999893	0.8997871	9.999778E-10	1E-08	6E-09	0.5999893	0.9999998	0.09997637	
0.8	0	8.999838E-09	1E-08	0.9999998	0.5999914	0.8998264	9.999822E-10	1E-08	0	0.5999914	0.9999998	0.09998074	
0.802	0	8.99987E-09	1E-08	0.9999998	0.4799932	0.8998585	9.999859E-10	1E-08	0	0.4799932	0.9999998	0.0999843	
0.804	0	7.199896E-09	1E-08	0.9999998	0.3839945	0.8638847	7.999887E-10	1E-08	0	0.3839945	0.9999998	0.09598722	
0.8060001	0	5.759917E-09	1E-08	0.9999998	0.3071956	0.8063061	6.399909E-10	1E-08	0	0.3071956	0.9999998	0.08958959	
0.808	0	4.607933E-09	1E-08	0.9999998	0.2457565	0.7372036	5.119927E-10	1E-08	0	0.2457565	0.9999998	0.08191153	
0.8100001	0	3.686347E-09	1E-08	0.9999998	0.1966052	0.6634898	4.095942E-10	1E-08	0	0.1966052	0.9999998	0.0737211	
0.812	0	2.949077E-09	1E-08	0.9999998	0.1572841	0.5897734	3.276753E-10	1E-08	0	0.1572841	0.9999998	0.06553039	
0.814	0	2.359262E-09	1E-08	0.9999998	0.1258273	0.5190039	2.621403E-10	1E-08	0	0.1258273	0.9999998	0.05766712	
0.816	0	1.887409E-09	1E-08	0.9999998	0.1006619	0.4529513	2.097122E-10	1E-08	0	0.1006619	0.9999998	0.05032793	
0.818	0	1.509928E-09	1E-08	0.9999998	0.08052948	0.3925596	1.677698E-10	1E-08	0	0.08052948	0.9999998	0.04361774	
0.8200001	0	1.207942E-09	1E-08	0.9999998	0.06442358	0.3382065	1.342158E-10	1E-08	0	0.06442358	0.9999998	0.03757851	
0.822	0	9.663536E-10	1E-08	0.9999998	0.05153887	0.2898923	1.073726E-10	1E-08	0	0.05153887	0.9999998	0.03221026	
0.8240001	0	7.730829E-10	1E-08	0.9999998	0.0412311	0.2473755	8.589812E-11	1E-08	0	0.0412311	0.9999998	0.02748617	
0.826	0	6.184663E-10	1E-08	0.9999998	0.03298488	0.2102697	6.87185E-11	1E-08	0	0.03298488	0.9999998	0.02336331	
0.8280001	0	4.947731E-10	1E-08	0.9999998	0.0263879	0.1781112	5.49748E-11	1E-08	0	0.0263879	0.9999998	0.01979014	
0.83	0	3.958184E-10	1E-08	0.9999998	0.02111032	0.1504053	4.397983E-11	1E-08	0	0.02111032	0.9999998	0.01671171	
0.832	0	3.166547E-10	1E-08	0.9999998	0.01688825	0.1266574	3.518387E-11	1E-08	0	0.01688825	0.9999998	0.01407305	
0.8340001	0	2.533238E-10	1E-08	0.9999998	0.0135106	0.1063924	2.814709E-11	1E-08	0	0.0135106	0.9999998	0.01182138	
0.836	0	2.02659E-10	1E-08	0.9999998	0.01080848	0.08916707	2.251767E-11	1E-08	0	0.01080848	0.9999998	0.009907456	
0.8380001	0	1.621272E-10	1E-08	0.9999998	0.008646786	0.07457621	1.801414E-11	1E-08	0	0.008646786	0.9999998	0.008286248	
0.84	0	1.297018E-10	1E-08	0.9999998	0.006917429	0.062255	1.441131E-11	1E-08	0	0.006917429	0.9999998	0.006917224	
0.8420001	0	1.037614E-10	1E-08	0.9999998	0.005533943	0.05187923	1.152905E-11	1E-08	0	0.005533943	0.9999998	0.005764361	
0.844	0	8.300913E-11	1E-08	0.9999998	0.004427155	0.04316356	9.223239E-12	1E-08	0	0.004427155	0.9999998	0.004795953	
0.846	0	6.640731E-11	1E-08	0.9999998	0.003541724	0.035859	7.378592E-12	1E-08	0	0.003541724	0.9999998	0.003984334	
0.848	0	5.312585E-11	1E-08	0.9999998	0.002833379	0.02974971	5.902874E-12	1E-08	0	0.002833379	0.9999998	0.003305525	
0.85	0	4.250068E-11	1E-08	0.9999998	0.002266703	0.02464978	4.722299E-12	1E-08	0	0.002266703	0.9999998	0.002738866	
0.8520001	0	3.400054E-11	1E-08	0.9999998	0.001813362	0.02039984	3.777839E-12	1E-08	0	0.001813362	0.9999998	0.00226665	
0.854	0	2.720043E-11	1E-08	0.9999998	0.00145069	0.01686388	3.022271E-12	1E-08	0	0.00145069	0.9999998	0.001873765	
0.8560001	0	2.176035E-11	1E-08	0.9999998	0.001160552	0.01392631	2.417817E-12	1E-08	0	0.001160552	0.9999998	0.001547368	
0.858	0	1.740828E-11	1E-08	0.9999998	0.0009284416	0.01148921	1.934254E-12	1E-08	0	0.0009284416	0.9999998	0.00127658	
0.86	0	1.392662E-11	1E-08	0.9999998	0.0007427533	0.009469902	1.547403E-12	1E-08	0	0.0007427533	0.9999998	0.001052212	
0.862	0	1.11413E-11	1E-08	0.9999998	0.0005942026	0.007798747	1.237922E-12	1E-08	0	0.0005942026	0.9999998	0.0008665279	
0.864	0	8.913038E-12	1E-08	0.9999998	0.0004753621	0.006417259	9.903378E-13	1E-08	0	0.0004753621	0.9999998	0.0007130291	
0.8660001	0	7.13043E-12	1E-08	0.9999998	0.0003802896	0.005276415	7.922702E-13	1E-08	0	0.0003802896	0.9999998	0.0005862687	
0.868	0	5.704344E-12	1E-08	0.9999998	0.0003042317	0.004335219	6.338161E-13	1E-08	0	0.0003042317	0.9999998	0.0004816912	
0.8700001	0	4.563475E-12	1E-08	0.9999998	0.0002433854	0.003559445	5.070529E-13	1E-08	0	0.0002433854	0.9999998	0.000395494	
0.872	0	3.65078E-12	1E-08	0.9999998	0.0001947083	0.002920571	4.056423E-13	1E-08	0	0.0001947083	0.9999998	0.0003245081	
0.874	0	2.920624E-12	1E-08	0.9999998	0.0001557666	0.002394869	3.245138E-13	1E-08	0	0.0001557666	0.9999998	0.0002660967	
0.876	0	2.336499E-12	1E-08	0.9999998	0.0001246133	0.001962625	2.596111E-13	1E-08	0	0.0001246133	0.9999998	0.0002180696	
0.878	0	1.869199E-12	1E-08	0.9999998	9.969065E-05	0.001607484	2.076889E-13	1E-08	0	9.969065E-05	0.9999998	0.0001786095	
0.8800001	0	1.49536E-12	1E-08	0.9999998	7.975251E-05	0.001315895	1.661511E-13	1E-08	0	7.975251E-05	0.9999998	0.0001462106	
0.882	0	1.196287E-12	1E-08	0.9999998	6.380201E-05	0.001076641	1.329209E-13	1E-08	0	6.380201E-05	0.9999998	0.0001196269	
0.8840001	0	9.570299E-13	1E-08	0.9999998	5.104161E-05	0.0008804537	1.063367E-13	1E-08	0	5.104161E-05	0.9999998	9.782824E-05	
0.886	0	7.65624E-13	1E-08	0.9999998	4.083329E-05	0.0007196754	8.506935E-14	1E-08	0	4.083329E-05	0.9999998	7.996397E-05	
0.8880001	0	6.124992E-13	1E-08	0.9999998	3.266663E-05	0.0005879903	6.805548E-14	1E-08	0	3.266663E-05	0.9999998	6.533229E-05	
0.89	0	4.899993E-13	1E-08	0.9999998	2.61333E-05	0.0004801922	5.444438E-14	1E-08	0	2.61333E-05	0.9999998	5.335471E-05	
0.892	0	3.919994E-13	1E-08	0.9999998	2.090664E-05	0.0003919938	4.35555E-14	1E-08	0	2.090664E-05	0.9999998	4.355488E-05	
0.8940001	0	3.135996E-13	1E-08	0.9999998	1.672531E-05	0.000319867	3.484441E-14	1E-08	0	1.672531E-05	0.9999998	3.554079E-05	
0.896	0	2.508797E-13	1E-08	0.9999998	1.338025E-05	0.0002609112	2.787552E-14	1E-08	0	1.338025E-05	0.9999998	2.899014E-05	
0.8980001	0	2.007037E-13	1E-08	0.9999998	1.07042E-05	0.000212743	2.230042E-14	1E-08	0	1.07042E-05	0.9999998	2.363812E-05	
0.9	8E-09	1.60563E-13	1E-08	0.9999998	8.563358E-06	0.0001734057	1.784033E-14	1E-08	8E-09	8.563358E-06	0.9999998	1.92673E-05	
0.9020001	8E-09	1.284504E-13	1E-08	0.9999998	0.1600069	0.0001412936	1.427226E-14	1E-08	8E-09	0.1600069	0.9999998	1.569929E-05	
0.904	8E-09	2.400103E-09	1E-08	0.9999998	0.2880055	0.04811509	2.666781E-10	1E-08	8E-09	0.2880055	0.9999998	0.005346122	
0.906	8E-09	4.320082E-09	1E-08	0.9999998	0.3904044	0.1248937	4.800092E-10	1E-08	8E-09	0.3904044	0.9999998	0.01387708	
0.9080001	8E-09	5.856065E-09	1E-08	0.9999998	0.4723235	0.2170363	6.506741E-10	1E-08	8E-09	0.4723235	0.9999998	0.02411515	
0.91	8E-09	7.084852E-09	1E-08	0.9999998	0.5378588	0.3153261	7.87206E-10	1E-08	8E-09	0.5378588	0.9999998	0.03503624	
0.9120001	8E-09	8.067881E-09	1E-08	0.9999998	0.5902871	0.4136185	8.964315E-10	1E-08	8E-09	0.5902871	0.9999998	0.04595762	
0.914	8E-09	8.854305E-09	1E-08	0.9999998	0.6322297	0.5079809	9.838119E-10	1E-08	8E-09	0.6322297	0.9999998	0.05644234	
0.9160001	8E-09	9.483444E-09	1E-08	0.9999998	0.6657838	0.5960536	1.053716E-09	1E-08	8E-09	0.6657838	0.9999998	0.0662282	
0.918	8E-09	9.986755E-09	1E-08	0.9999998	0.692627	0.676578	1.10964E-09	1E-08	8E-09	0.692627	0.9999998	0.07517534	
0.92	8E-09	1.03894E-08	1E-08	0.9999998	0.7141016	0.7490504	1.154378E-09	1E-08	8E-09	0.7141016	0.9999998	0.08322784	
0.9220001	8E-09	1.071152E-08	1E-08	0.9999998	0.7312813	0.8134708	1.190169E-09	1E-08	8E-09	0.7312813	0.9999998	0.09038567	
0.924	8E-09	1.096922E-08	1E-08	0.9999998	0.745025	0.870161	1.218802E-09	1E-08	8E-09	0.745025	0.9999998	0.09668458	
0.9260001	8E-09	1.117537E-08	1E-08	0.9999998	0.7560199	0.9196362	1.241708E-09	1E-08	8E-09	0.7560199	0.9999998	0.1021818	
0.928	8E-09	1.13403E-08	1E-08	0.9999998	0.7648159	0.9625149	1.260033E-09	1E-08	8E-09	0.7648159	0.9999998	0.1069461	
0.9300001	8E-09	1.147224E-08	1E-08	0.9999998	0.7718527	0.9994567	1.274693E-09	1E-08	8E-09	0.7718527	0.9999998	0.1110508	
0.932	8E-09	1.157779E-08	1E-08	0.9999998	0.7774822	1	1.286421E-09	1E-08	8E-09	0.7774822	0.9999998	0.114569	
0.934	8E-09	1.166223E-08	1E-08	0.9999998	0.7819858	1	1.295804E-09	1E-08	8E-09	0.7819858	0.9999998	0.1175713	
0.936	8E-09	1.172978E-08	1E-08	0.9999998	0.7855886	1	1.30331E-09	1E-08	8E-09	0.7855886	0.9999998	0.1201232	
0.938	8E-09	1.178383E-08	1E-08	0.9999998	0.7884709	1	1.309314E-09	1E-08	8E-09	0.7884709	0.9999998	0.1222849	
0.9400001	8E-09	1.182706E-08	1E-08	0.9999998	0.7907767	1	1.314118E-09	1E-08	8E-09	0.7907767	0.9999998	0.1241103	
0.942	8E-09	1.186165E-08	1E-08	0.9999998	0.7926214	1	1.317961E-09	1E-08	8E-09	0.7926214	0.9999998	0.1256474	
0.9440001	8E-09	1.188932E-08	1E-08	0.9999998	0.7940971	1	1.321036E-09	1E-08	8E-09	0.7940971	0.9999998	0.1269387	
0.946	8E-09	1.191145E-08	1E-08	0.9999998	0.7952777	1	1.323495E-09	1E-08	8E-09	0.7952777	0.9999998	0.1280208	
0.9480001	8E-09	1.192916E-08	1E-08	0.9999998	0.7962221	1	1.325463E-09	1E-08	8E-09	0.7962221	0.9999998	0.1289259	
0.95	8E-09	1.194333E-08	0	0.9999998	0.7969776	1	1.327037E-09	0	8E-09	0.7969776	0.9999998	0.1296815	
0.952	8E-09	1.195466E-08	0	0.7999998	0.7975821	1	1.328296E-09	0	8E-09	0.7975821	0.7999998	0.1303111	
0.9540001	8E-09	1.036857E-08	0	0.6399999	0.7980657	1	1.533812E-09	0	8E-09	0.7980657	0.6399999	0.1349251	
